name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	DropConditionCalc	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight	AdvancedStashStackable
Battle Dart	tkni		701	dgr	9tk	0		2			0	xxx			8	16					11	24			75	75	50	104	6		31	0	57	80	3414		701	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	60	500	120	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Crowbill	axe	axe1	702	axe	9mp	0		4			0	xxx			14	34							1	-10	100		188	140	26		43	0	75	4563	36702		702	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Ancient Axe	axe	axe2	703	gix	9gi	0		4			0	xxx						1	43	85			3	10	100		250		50		51	0	75	7530	68672		703	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix	inv9giu	inv9giu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Knout	mace		704	fla	9fl	0		4			0	xxx			13	35							2	-10	100		164	146	30		43	0	75	4536	36508		704	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Martel de Fer	hamm		705	mau	9gm	0		3			0	xxx						1	61	99			2	20	110		338		60		53	0	75	9945	92681		705	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma	inv9gmu	inv9gmu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Gothic Sword	swor	swo2	706	clm	9b9	0		4			0	xxx			14	40	1	1	39	60			1	10	100		226	40	40		48	0	75	6213	54121		706	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Grim Scythe	pole		707	scy	9wc	0		3			0	xxx						1	30	70			4	-10	100		280	280	100		55	0	75	10464	10092		707	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Zweihander	swor	swo2	709	clm	9fb	0		4			0	xxx			19	35	1	1	29	54			2	-10	100		250	188	50		49	0	75	7500	65750		709	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb	inv9fbu	inv9fbu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Gothic Bow	bow		710	lbb	8lw	0		2			0	xxx						1	10	50				10		100	190	236	55	1	52	0	75	11025	10030		710	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
Naga	axe	axe1	714	hax	9wa	0		4			0	xxx			16	45							2		100		242		26		48	0	75	6669	57769		714	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
War Club	hamm		715	mau	9m9	0		4			0	xxx						1	53	78			1	10	110		248		60		45	0	75	5310	43992		715	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Executioner Sword	swor	swo2	716	gsd	9gd	0		4			0	xxx			24	40	1	1	47	80			2	10	100		340	220	50		54	0	75	10653	10079		716	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Chu-Ko-Nu	xbow		718	hxb	8rx	0		2			0	xxx						1	14	32				-60		100	160	190	40	1	54	0	75	8517	81570		718	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	6	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
Francisca	taxe		726	hax	9ta	0		2			0	xxx			11	22					18	33		10	75	75	50	160	15		34	0	66	90	3760		726	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	24	500	48	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0	Null		
Phase Blade	swor	swo1	727	crs	7cr	100		2			0	xxx			31	35							1	-30	100		50	272	0	1	73	0	162	25680	31894		727	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0	Null		
Caduceus	scep		728	whm	7ws	100		4			0	xxx			37	43							1	-10	100		194	140	70		85	0	198	22870	33149		728	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	6	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Bone Knife	knif		730	dgr	7dg	100		2			0	xxx			23	49								-20	75	75	76	150	26		58	0	129	12429	12539		730	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Elegant Blade	swor	swo1	731	scm	7sb	100		3			0	xxx			33	45								-10	100		218	244	32		63	0	141	22785	24490		731	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Mighty Scepter	scep		733	mac	7sc	100		2			0	xxx			40	52									100		250	130	50		62	0	138	20199	21430		733	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Legend Spike	knif		735	dgr	7bl	100		3			0	xxx			31	47								-10	75	75	130	134	47		85	0	198	16076	23524		735	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Tyrant Club	club		736	clb	7sp	100		3			0	xxx			32	58							1		100		266		65		57	0	126	6793	69700		736	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
War Spike	axe	axe1	739	axe	7mp	100		4			0	xxx			30	48							1	-10	100		266	108	26		79	0	177	16108	21908		739	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Scourge	mace		740	fla	7fl	100		4			0	xxx			3	80							2	-10	100		250	154	65		76	0	171	19532	25415		740	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Matriarchal Spear	aspe		741	am3	amd	100		3			0	xxx						1	65	95			4		80	50	228	284	28		61	0	135	16248	17068		741	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
Ogre Axe	pole		743	hal	7o7	100		4			0	xxx						1	28	145			2		100		390	150	100		60	0	135	9871	10412		743	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Devil Star	mace		744	mac	7mt	100		4			0	xxx			43	53							1	10	100		306	88	72		70	0	156	15674	18911		744	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Ataghan	swor	swo1	745	scm	7sm	100		3			0	xxx			26	46								-20	100		276	190	22		61	0	135	16103	16921		745	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Ward Bow	bow		747	sbb	6sw	100		2			0	xxx						1	20	53						100	144	292	48	1	80	0	180	15042	20764		747	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
Decapitator	axe	axe2	749	btx	7bt	100		4			0	xxx						1	49	137			2	10	100		378	66	40		73	0	162	16377	20575		749	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0	Null		
Wrist Sword	h2h2		750	ktr	7wb	100		2			0	xxx			34	45							1	-10	75	75	210	210	56		62	0	138	16996	18120		750	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Tomahawk	axe	axe1	753	hax	7ha	100		3			0	xxx			33	58									100		250	134	28		54	0	120	14033	13121		753	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0	Null		
Feral Claws	h2h2		754	clw	7lw	100		2			0	xxx			22	53							1	-20	75	75	226	226	52		78	0	174	16035	21537		754	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Fanged Knife	knif		755	dir	7kr	100		2			0	xxx			15	57								-20	75	75	84	172	36		83	0	186	13729	19725		755	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Legendary Mallet	hamm		756	whm	7wh	100		4			0	xxx			50	61							1	20	110		378		65		82	0	183	14388	20388		756	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Winged Axe	taxe		757	hax	7b8	100		2			0	xxx			11	56					7	60		-10	75	75	192	244	16		80	0	180	251	10430		757	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	24	500	36	flpbal	invbal			1	6	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Ogre Maul	hamm		758	mau	7m7	100		4			0	xxx						1	77	106			1	10	110		450		60		69	0	153	12156	14596		758	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Balrog Spear	jave		759	jav	7s7	100		4			0	xxx			33	63					40	62	2	10	75	75	254	190	14		71	0	159	232	9079		759	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	30	500	60	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
Truncheon	club		761	clb	7cl	100		1			0	xxx			35	43								-10	100		176	86	55		52	0	117	1488	17646		761	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0	Null		
Champion Sword	swor	swo2	762	clm	7b7	100		4			0	xxx			24	54	1	1	71	83			2	-10	100		326	206	40		77	0	171	19939	26271		762	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Crusader Bow	bow		763	lbb	6l7	100		2			0	xxx						1	15	63				10		100	194	242	44	1	77	0	171	18105	23918		763	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
War Pike	spea		764	pik	7p7	100		4			0	xxx						1	33	178			4	20	100		330	212	50		85	0	198	16070	23515		764	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
Champion Axe	axe	axe2	765	btx	7ga	100		4			0	xxx						1	59	94			2	-10	100		334	118	50		82	0	183	19245	27026		765	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Giant Thresher	pole		766	scy	7wc	100		3			0	xxx						1	40	114			4	-10	100		376	280	100		85	0	198	17692	25813		766	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Berserker Axe	axe	axe1	767	hax	7wa	100		4			0	xxx			24	71							2		100		276	118	26		85	0	192	15957	23355		767	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Winged Harpoon	jave		768	pil	7ts	100		4			0	xxx			27	35					11	77	2	-10	75	75	152	290	18		85	0	195	199	10319		768	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	48	500	120	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Flying Axe	taxe		769	hax	7ta	100		2			0	xxx			17	65					15	66		10	75	75	176	216	15		56	0	126	230	7230		769	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	24	500	48	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0	Null		
Cryptic Sword	swor	swo1	771	lsd	7ls	100		4			0	xxx			5	77							1	-10	100		198	218	44		82	0	183	14306	20276		771	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Demon Crossbow	xbow		773	hxb	6rx	100		2			0	xxx						1	26	40				-60		100	282	196	40	1	84	0	189	25851	36933		773	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	6	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
War Fork	spea		775	brn	9br	0		4			0	xxx						1	16	40			4	-20	100		160	190	50		41	0	75	3786	29705		775	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn	inv9bru	inv9bru	1	6	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
Matriarchal Bow	abow		776	am1	amb	100		3			0	xxx						1	20	47				-10		100	174	374	48	1	53	0	117	23700	21418		776	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
Balrog Blade	swor	swo2	777	gsd	7gs	100		4			0	xxx			15	75	1	1	55	118			2		100		370	174	50		71	0	159	16331	19958		777	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Ettin Axe	axe	axe1	778	axe	72a	100		4			0	xxx			33	66							1	10	100		290	90	24		70	0	156	13496	16370		778	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0	Null		
Mighty Scepter	scep		779	mac	7sc	100		2			0	xxx			40	52									100		250	130	50		62	0	138	20199	21430		779	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Silver-edged Axe	axe	axe2	783	lax	7ba	100		4			0	xxx						1	62	110			2		100		332	130	35		65	0	144	18956	21119		783	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Winged Knife	tkni		785	dgr	7bk	100		2			0	xxx			27	35					23	39		-20	75	75	90	284	20		77	0	171	248	10016		785	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	45	500	90	flpbkf	invbkf	invtk3		1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Glorious Axe	axe	axe2	786	gix	7gi	100		4			0	xxx						1	60	124			3	10	100		328	110	50		85	0	198	18431	26860		786	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Thresher	pole		787	scy	7s8	100		4			0	xxx						1	12	141			1	-10	100		304	236	100		71	0	159	11086	13751		787	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Colossus Crossbow	xbow		790	hxb	6hx	100		2			0	xxx						1	32	91				10		100	326	154	50	1	75	0	168	26065	33247		790	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
Ghost Glaive	jave		793	glv	7gl	100		4			0	xxx			19	60					30	85	2	20	75	75	178	274	16		79	0	177	241	10173		793	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	12	500	30	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
Battle Cestus	h2h2		795	axf	7cs	100		2			0	xxx			36	42							1	-10	75	75	220	220	72		73	0	162	15537	19553		795	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null		
