Name	*Rune Name	complete	disallowCraftingInLadder	disallowCraftingInNonLadder	firstLadderSeason	lastLadderSeason	*Patch Release	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*RunesUsed	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	*eol
ReRuneword51	Heart of the Oak	1					110	staf	mace	glov	thro						reversal	r10	r21	r26	r18			reversalrune		1	1																									0
ReRuneword54	Holy Thunder	1					109	scep	glov	thro	gcha						reversal	r07	r09	r08	r05			reversalrune		1	1																									0
ReRuneword55	Honor	1					109	weap									reversal	r12	r03	r06	r01	r11		reversalrune		1	1																									0
ReRuneword59	Ice	1					Previously Ladder Only	miss	glov	thro							reversal	r28	r31	r13	r11			reversalrune		1	1																									0
ReRuneword60	Infinity	1					Previously Ladder Only	sppl	lob								reversal	r24	r30	r23	r30			reversalrune		1	1																									0
ReRuneword62	Insight	1					Previously Ladder Only	sppl	staf	miss	glov	thro	boot				reversal	r12	r07	r03	r08			reversalrune		1	1																									0
ReRuneword65	King's Grace	1					109	swor	scep	thro	ajav						reversal	r10	r08	r11				reversalrune		1	1																									0
ReRuneword66	Kingslayer	1					110	swor	axe	glov	thro	gcha					reversal	r19	r25	r22	r23			reversalrune		1	1																									0
ReRuneword69	Last Wish	1					Previously Ladder Only	swor	hamm	axe	dols						reversal	r30	r31	r29	r31	r23	r31	reversalrune		1	1																									0
ReRuneword71	Lawbringer	1					Previously Ladder Only	weap	misl	glov							reversal	r18	r20	r11				reversalrune		1	1																									0
ReRuneword72	Leaf	1					109	staf	glov	orb	wand	lob	lwd				reversal	r08	r03					reversalrune		1	1																									0
ReRuneword74	Lionheart	1					109	tors	lcha								reversal	r19	r17	r15				reversalrune		1	1																									0
ReRuneword75	Lore	1					109	helm	belt								reversal	r12	r09					reversalrune		1	1																									0
ReRuneword81	Malice	1					109	mele	glov	thro	ajav	misl					reversal	r05	r01	r06				reversalrune		1	1																									0
ReRuneword82	Melody	1					109	miss	glov	thro	ajav						reversal	r04	r18	r13				reversalrune		1	1																									0
ReRuneword83	Memory	1					109	staf	glov								reversal	r05	r12	r16	r17			reversalrune		1	1																									0
ReRuneword84	Mist	1			1	2	D2R Ladder 1	miss									reversal	r06	r10	r25	r13	r32		reversalrune		1	1																									0
ReRuneword87	Myth	1					111	tors	lcha								reversal	r04	r11	r15				reversalrune		1	1																									0
ReRuneword88	Nadir	1					109	helm	belt	mcha	boot						reversal	r03	r04					reversalrune		1	1																									0
ReRuneword91	Oath	1					Previously Ladder Only	swor	axe	mace	glov	thro	gcha				reversal	r17	r23	r21	r13			reversalrune		1	1																									0
ReRuneword92	Obedience	1					Previously Ladder Only	sppl	lob								reversal	r19	r05	r10	r18	r15		reversalrune		1	1																									0
ReRuneword94	Obsession	1			1	2	D2R Ladder 1	com2	lob	dols	tors						reversal	r04	r16	r17	r20	r24	r33	reversalrune		1	1																									0
ReRuneword95	Passion	1					110	weap	glov	thro	gcha						reversal	r20	r02	r09	r14			reversalrune		1	1																									0
ReRuneword97	Pattern	1			1	2	D2R Ladder 1	weap	glov	lcha	misl						reversal	r10	r09	r07				reversalrune		1	1																									0
ReRuneword98	Peace	1					111	tors	lcha	misl							reversal	r11	r10	r13				reversalrune		1	1																									0
ReRuneword99	Voice of Reason	1					Previously Ladder Only	swor	mace	glov	thro						reversal	r02	r01	r18	r20			reversalrune		1	1																									0
ReRuneword103	Phoenix	1					Previously Ladder Only	weap	shld	thro							reversal	r31	r28	r26	r26			reversalrune		1	1																									0
ReRuneword106	Plague	1			1	2	D2R Ladder 1	blde	glov	thro	ajav	h2h	lwd				reversal	r22	r13	r32				reversalrune		1	1																									0
ReRuneword109	Pride	1					Previously Ladder Only	sppl	glov	thro	gcha						reversal	r28	r16	r29	r32			reversalrune		1	1																									0
ReRuneword110	Principle	1					111	tors	lcha								reversal	r02	r25	r08				reversalrune		1	1																									0
ReRuneword112	Prudence	1					110	tors	belt	mcha							reversal	r03	r23					reversalrune		1	1																									0
ReRuneword116	Radiance	1					109	helm	lcha								reversal	r06	r12	r04				reversalrune		1	1																									0
ReRuneword117	Rain	1					111	tors	lcha								reversal	r06	r23	r09				reversalrune		1	1																									0
ReRuneword120	Rhyme	1					109	shld	boot	mcha	bowq	xboq	ajav				reversal	r05	r13					reversalrune		1	1																									0
ReRuneword121	Rift	1					Previously Ladder Only	sppl	scep	glov	gcha						reversal	r25	r20	r18	r15			reversalrune		1	1																									0
ReRuneword122	Sanctuary	1					110	shld	boot	char	bowq	xboq	ajav				reversal	r23	r18	r18				reversalrune		1	1																									0
ReRuneword126	Silence	1					109	weap	thro	dols							reversal	r26	r03	r24	r15	r02	r14	reversalrune		1	1																									0
ReRuneword128	Smoke	1					109	tors	belt	mcha	gcha						reversal	r17	r04					reversalrune		1	1																									0
ReRuneword130	Spirit	1					Previously Ladder Only	swor	shld	boot							reversal	r11	r09	r10	r07			reversalrune		1	1																									0
ReRuneword131	Splendor	1					110	shld	boot	bowq	xboq	belt	gcha				reversal	r17	r05					reversalrune		1	1																									0
ReRuneword133	Stealth	1					109	tors	belt	mcha							reversal	r05	r07					reversalrune		1	1																									0
ReRuneword134	Steel	1					109	weap	glov	belt	mcha						reversal	r01	r03					reversalrune		1	1																									0
ReRuneword137	Stone	1					110	tors	gcha								reversal	r17	r21	r22	r13			reversalrune		1	1																									0
ReRuneword139	Strength	1					109	mele	glov	thro	ajav	belt	blun				reversal	r03	r11					reversalrune		1	1																									0
ReRuneword148	Treachery	1					111	tors	lcha								reversal	r20	r10	r13				reversalrune		1	1																									0
ReRuneword151	Unbending Will	1			1	2	D2R Ladder 1	swor	thro	dols							reversal	r15	r01	r02	r06	r16	r19	reversalrune		1	1																									0
ReRuneword154	Venom	1					109	weap	glov	thro	ajav						reversal	r23	r14	r07				reversalrune		1	1																									0
ReRuneword157	Void	1						knif									reversal	r24	r33	r10				reversalrune		1	1																									0
ReRuneword160	Wealth	1					109	tors									reversal	r03	r18	r20				reversalrune		1	1																									0
ReRuneword162	White	1					109	wand	glov								reversal	r16	r14					reversalrune		1	1																									0
ReRuneword163	Wind	1					110	mele	glov	thro	ajav	belt	misl				reversal	r01	r29					reversalrune		1	1																									0
ReRuneword165	Wisdom	1			1	2	D2R Ladder 1	helm	lcha								reversal	r02	r06	r21				reversalrune		1	1																									0
ReRuneword168	Wrath	1					Previously Ladder Only	miss	glov	thro	gcha						reversal	r23	r30	r17	r21			reversalrune		1	1																									0
ReRuneword170	Zephyr	1					109	miss	glov	thro	ajav	boot	misl				reversal	r05	r09					reversalrune		1	1																									0
ReRuneword171	Hustle (armor)	1			3		D2R Ladder 3	tors	boot	lcha	misl						reversal	r02	r18	r13				reversalrune		1	1																									0
ReRuneword172	Hustle (weapon)	1			3		D2R Ladder 3	weap	glov								reversal	r02	r18	r13				reversalrune		1	1																									0
ReRuneword173	Mosaic	1			3		D2R Ladder 3	h2h									reversal	r11	r25	r23				reversalrune		1	1																									0
ReRuneword174	Metamorphosis	1			3		D2R Ladder 3	helm	boot								reversal	r19	r32	r16				reversalrune		1	1																									0
ReRuneword175	Ground	1			3		D2R Ladder 3	helm	boot	lcha							reversal	r09	r16	r13				reversalrune		1	1																									0
ReRuneword176	Temper	1			3		D2R Ladder 3	helm	boot	lcha							reversal	r08	r16	r13				reversalrune		1	1																									0
ReRuneword177	Hearth	1			3		D2R Ladder 3	helm	boot	lcha							reversal	r10	r16	r13				reversalrune		1	1																									0
ReRuneword178	Cure	1			3		D2R Ladder 3	helm									reversal	r07	r16	r13				reversalrune		1	1																									0
ReRuneword179	Bulwark	1			3		D2R Ladder 3	helm	boot	lcha							reversal	r12	r16	r13				reversalrune		1	1																									0
ReRuneword180	Coven	1						helm	lcha								reversal	r16	r08	r24				reversalrune		1	1																									0
ReRuneword181	Vigilance	1						grim	shld	head	ashd	mcha					reversal	r25	r14					reversalrune		1	1																									0
ReRuneword182	Ritual	1						knif	lcha								reversal	r27	r13	r11				reversalrune		1	1																									0
ReRunewordcrazy	crazy	1						staf	orb	lob	dols						reversal	r06	r14					reversalrune		1	1																									0
ReRunewordJahcaliel	Jahcaliel	1						glov	dols								reversal	r01	r41	r37	r31			reversalrune		1	1																									0
ReRunewordcallme	callme	1						boot	dols								reversal	r39	r46	r42				reversalrune		1	1																									0
ReRunewordtearorsol	TearOfSol	1						shld	dols								reversal	r23	r17	r35	r12			reversalrune		1	1																									0
ReRunewordFollow	FalLoGoolgDuck	1						tors	dols								reversal	r42	r50	r28	r19			reversalrune		1	1																									0
ReRunewordChamjah	chamjahchama	1						tors	dols								reversal	r39	r32	r31	r32			reversalrune		1	1																									0
ReRunewordYupderak	Yupderak	1						helm	dols								reversal	r43	r47	r49				reversalrune		1	1																									0
ReRunewordDicaprio	Dicaprio	1						axe	xbow		dols						reversal	r16	r21	r37	r38			reversalrune		1	1																									0
ReRunewordMctheMax	MctheMax	1						thro	ajav		dols						reversal	r26	r47	r44	r11			reversalrune		1	1																									0
ReRunewordfrog	frog	1						boot	dols								reversal	r25	r34	r25	r34			reversalrune		1	1																									0
ReRunewordtheglory	the Glory	1						helm	dols								reversal	r41	r28	r25	r47			reversalrune		1	1																									0
ReRuneworddarknight	Dark Night	1						glov	dols								reversal	r24	r52	r45	r53			reversalrune		1	1																									0
ReRuneworddragonball	Dragon Ball	1						weap	dols								reversal	r54	r31	r58				reversalrune		1	1																									0
ReRunewordwho	Who	1						belt	dols								reversal	r53	r52					reversalrune		1	1																									0
ReRunewordakbali	Akbali	1						staf	orb	lob	dols						reversal	r41	r56	r43				reversalrune		1	1																									0
ReRuneworldcoindrop	CoinDrop	1						weap	dols								reversal	r43	r54	r42	r40	r18		reversalrune		1	1																									0
ReRuneword601	Infinity	1					Previously Ladder Only	glov									reversal	r24	r30	r23	r30			reversalrune		1	1																									0
Reunewordmadicasol	Madicasol	1						shld	dols								reversal	r12	r37	r38	r55			reversalrune		1	1																									0
ReRunewordnomo	Umomoum	1						helm	dols								reversal	r22	r36	r36	r28			reversalrune		1	1																									0
ReRunewordiffy	Rain Check	1						tors	dols								reversal	r20	r23	r20	r10			reversalrune		1	1																									0
ReRunewordmidnight	parenting	1						club	hamm	mace	dols						reversal	r31	r40	r39	r41	r05		reversalrune		1	1																									0
ReRunewordkimbap	Kimbap with burst sides	1						weap	dols								reversal	r40	r41	r23	r14	r14		reversalrune		1	1																									0
ReRunewordkoreana	Beyond the wall	1						glov	dols								reversal	r52	r39	r41	r18			reversalrune		1	1																									0
ReRuneworddoctor	Fuxxxxxxxxx	1						h2h	dols								reversal	r11	r44	r46	r57	r35		reversalrune		1	1																									0
ReRunewordeunuch	Nonsense	1						shld	dols								reversal	r18	r54	r31	r25			reversalrune		1	1																									0
ReRunewordPB	parisbaguette	1						weap	dols								reversal	r05	r34	r56	r60	r19		reversalrune		1	1																									0
ReRunewordBR	Baskin-Robbins	1						weap	dols								reversal	r29	r30	r54	r48	r29	r30	reversalrune		1	1																									0
ReRunewordedelweiss	Edelweiss	1						helm	dols								ethel	r01	r05					reversalrune		1	1																									0
ReRunewordenjoy	enjoy	1						boot									ethral	r08	r05					reversalrune		1	1																									0
ReRunewordgrandmother	Grand Mother	1						mcha	dols								reversal	r31	r23					reversalrune		1	1																									0
ReRunewordcrying	crying	1						gcha	dols								reversal	r22	r28	r23	r32			reversalrune		1	1																									0
ReRunewordmommy	Hey Mom	1						boot	dols								GoolgEJahDa	r53	r31	r60	r50			reversalrune		1	1																									0
ReRunewordtender	tender	1						glov	dols								KingKeuLem	r20	r45	r48				reversalrune		1	1																									0
ReRunewordhandsome	handsome	1						belt	dols								KingCa	r37	r48					reversalrune		1	1																									0
ReRunewordFarewellking	Farewell King	1						helm	dols								BaEKing	r48	r60	r56				reversalrune		1	1																									0
ReRunewordteamrocket	Team Rocket	1						weap	dols								NaLoSaNaLoE	r60	r28	r52	r57	r28	r52	reversalrune		1	1																									0
Runewordpms	Park Myung Su	1						shld	dols								TalRalRa	r54	r08	r07				reversalrune		1	1																									0
Ultra runeword	---------																																																			0
URuneword1	Ancients' Pledge	1						shld	boot	lcha	gcha						RalOrtTal	c08	c09	c07				res-cold		45	45	res-all		26	26	ac%		75	75	dmg-to-mana		15	15													0
URuneword3	Authority	1						tors	lcha								HelShaelRal	c15	c13	c08				gethit-skill	Psychic Ward	2	15	hit-skill	Miasma Chains	10	20	war		3	3	dmg%		60	90													0
URuneword4	Beast	1						axe	scep	hamm							BerTirUmMalLum	c30	c03	c22	c23	c17		swing2		60	60	aura	Fanaticism	13	13	dmg%		360	400	str		40	60	charged	Summon Grizzly	5	13	oskill	Wearbear	5	5	oskill	Shape Shifting	5	5	0
URuneword6	Black	1						club	hamm	mace	thro	ajav					ThulIoNef	c10	c16	c04				crush		60	60	dmg%		180	180	swing2		23	23	red-mag		3	3	att		300	300	charged	74	12	4					0
URuneword8	Bone	1						tors	lcha								SolUmUm	c12	c22	c22				hit-skill	tBone Spear	15	15	gethit-skill	Bone Armor	15	15	nec		3	3	mana		150	225													0
URuneword9	Bramble	1						tors									RalOhmSurEth	c08	c27	c29	c05			balance2		75	75	ac		450	450	aura	Thorns	23	32	heal-kill		20	20	extra-pois		38	75	res-pois		150	150	charged	Spirit of Barbs	33	13	0
URuneword10	Brand	1						miss	glov	thro	gcha						JahLoMalGul	c31	c28	c23	c25			dmg%		390	510	dmg-demon		280	495	hit-skill	tBone Spear	100	27	gethit-skill	Amplify Damage	35	21	knock		1	1	noheal		1	1	explosivearrow		23	23	0
URuneword11	Breath of the Dying	1						weap	thro	dols							VexHelElEldZodEth	c26	c15	c01	c02	c33	c05	swing2		90	90	dmg-undead		185	185	lifesteal		18	23	noheal		1	1	dmg%		525	600	all-stats		45	45					0
URuneword13	Call to Arms	1						weap	thro								AmnRalMalIstOhm	c11	c08	c23	c24	c27		swing2		60	60	dmg%		300	360	allskills		2	2	oskill	Battle Command	3	9	oskill	Battle Orders	2	9	oskill	Battle Cry	2	6	regen		18	18	0
URuneword14	Chains of Honor	1						tors	gcha								DolUmBerIst	c14	c22	c30	c24			res-all		75	75	ac%		105	105	dmg-demon		300	300	dmg-undead		150	150	lifesteal		12	12	allskills		3	3	str		30	30	0
URuneword16	Chaos	1						h2h									FalOhmUm	c19	c27	c22				demon-heal		23	23	dmg%		360	435	dmg-mag		325	700	oskill	Whirlwind	2	2	swing2		50	50	hit-skill	tFrozen Orb	9	17	hit-skill	Charged Bolt	11	9	0
URuneword17	Crescent Moon	1						axe	swor	sppl	thro	ajav	glov				ShaelUmTir	c13	c22	c03				pierce-ltng		50	50	ignore-ac		1	1	dmg%		270	330	abs-mag		14	17	charged	Summon Spirit Wolf	30	18	hit-skill	Static Field	7	20	hit-skill	Chain Lightning	10	26	0
URuneword20	Death	1						swor	axe								HelElVexOrtGul	c15	c01	c26	c09	c25		dmg%		450	580	deadly/lvl	8			charged	BloodGolem	15	22	att-skill	Glacial Spike	38	27	death-skill	Chain Lightning	150	66	crush		75	75	indestruct		1	1	0
URuneword22	Delirium	1						helm	lcha								LemIstIo	c20	c24	c16				hit-skill	Confuse	11	27	charged	Attract	60	17	gethit-skill	Terror	14	20	ac		392	392	gethit-skill	Mind Blast	6	21	gethit-skill	Delerium Change	1	75	allskills		3	3	0
URuneword25	Destruction	1						sppl	swor								VexLoBerJahKo	c26	c28	c30	c31	c18		dmg%		525	525	dmg-mag		150	270	hit-skill	Molten Boulder	5	35	death-skill	Meteor	150	68	att-skill	Nova	23	33	hit-skill	Volcano	23	18	noheal		1	1	0
URuneword26	Doom	1						axe	sppl	hamm	lob						HelOhmUmLoCham	c15	c27	c22	c28	c32		dmg%		420	480	aura	Holy Freeze	12	18	swing2		70	70	noheal		1	1	pierce-cold		60	90	allskills		3	3	hit-skill	Volcano	5	27	0
URuneword27	Dragon	1						tors	shld	boot	bowq	xboq	lcha				SurLoSol	c29	c28	c12				ac		540	540	ac-miss		345	345	str/lvl	5			hit-skill	Hydra	12	23	gethit-skill	Venom	20	27	aura	Holy Fire	21	21	all-stats		5	8	0
URuneword29	Dream	1						helm	shld	boot	bowq	xboq					IoJahPul	c16	c31	c21				ac		225	330	gethit-skill	Confuse	10	23	mana/lvl	8			res-all		8	30	balance3		30	45	aura	Holy Shock	23	23	mag%		18	38	0
URuneword30	Duress	1						tors	lcha								ShaelUmThul	c13	c22	c10				dmg-cold	50	56	200	dmg%		15	35	ac%		225	300	balance2		30	30	openwounds		50	50	crush		23	23	stamdrain		-20	-20	0
URuneword31	Edge	1						miss									TirTalAmn	c03	c07	c11				dmg-demon		480	570	dmg-undead		420	420	swing2		53	53	noheal		1	1	aura	Thorns	23	23	all-stats		8	15	cheap		23	23	0
URuneword33	Enigma	1						tors									JahIthBer	c31	c06	c30				ac		1125	1165	heal-kill		21	21	move2		68	68	str/lvl	9			allskills		3	3	mag%/lvl	8			oskill	Teleport	2	2	0
URuneword34	Enlightenment	1						tors	lcha								PulRalSur	c21	c08	c12				hit-skill	Fire Ball	5	23	gethit-skill	Blaze	5	23	sor		3	3	oskill	Warmth	2	2													0
URuneword36	Eternity	1						mele									AmnBerIstSolSur	c11	c30	c24	c12	c29		dmg%		390	465	indestruct		1	1	slow		50	50	charged	Revive	88	8	regen		24	24	regen-mana		24	24	nofreeze		1	1	0
URuneword37	Exile	1						pala	gcha								VexOhmIstDol	c26	c27	c24	c14			block2		45	45	freeze		3	3	ac%		330	390	aura	Defiance	20	24	skilltab	10	3	3	hit-skill	Life Tap	15	8	rep-dur	25			0
URuneword38	Faith	1						miss	glov	thro							OhmJahLemEld	c27	c31	c20	c02			dmg%		420	420	att%		450	450	dmg-fire		180	180	res-all		23	23	aura	Fanaticism	18	23	reanimate	1	15	15	allskills		2	3	0
URuneword39	Famine	1						axe	hamm	glov	thro	gcha					FalOhmOrtJah	c19	c27	c09	c31			dmg%		400	480	lifesteal		18	18	swing2		45	45	noheal		1	1	dmg-mag		270	300	dmg-elem		75	300	ethereal		2	2	0
URuneword40	Flickering Flame	1						helm									NefPulVex	c04	c21	c26				fireskill		5	5	aura	Resist Fire	6	12	pierce-fire		15	23	mana		75	115	half-freeze		1	1	res-pois-len		75	75					0
URuneword41	Fortitude	1						weap	tors	glov	thro	gcha					ElSolDolLo	c01	c12	c14	c28			ac%		300	300	dmg%		450	450	cast3		38	38	gethit-skill	Chilling Armor	20	23	dmg-to-mana		18	18	hp/lvl		12	18	res-all		35	45	0
URuneword44	Fury	1						mele	glov	thro	ajav	lcha					JahGulEth	c31	c25	c05				dmg%		314	314	swing2		60	60	noheal		1	1	openwounds		99	99	lifesteal		9	9	deadly		50	50	skill	147	8	8	0
URuneword45	Gloom	1						tors	lcha								FalUmPul	c19	c22	c21				ac%		300	345	res-all		45	45	gethit-skill	Dim Vision	15	5	balance2		15	15	dmg-to-mana		8	8	light		-5	-5	half-freeze		1	1	0
URuneword47	Grief	1						weap									EthTirLoMalRal	c05	c03	c28	c23	c08		dmg-dem/lvl	20			dmg		510	600	swing3		45	60	hit-skill	Venom	3	23	pierce-pois		30	38	ignore-ac		1	1	heal-kill		15	23	0
URuneword48	Hand of Justice	1						weap	glov								SurChamAmnLo	c29	c32	c11	c28			swing2		50	50	dmg%		300	410	aura	Holy Fire	24	24	levelup-skill	Blaze	150	54	death-skill	Meteor	150	72	ignore-ac		1	1	pierce-fire		30	30	0
URuneword49	Harmony	1						miss	glov	gcha							TirIthSolKo	c03	c06	c12	c18			dmg%		300	413	dmg-elem		80	240	charged	Revive	25	20	aura	Vigor	15	15	oskill	Valkyrie	3	9	regen-mana		30	30	light		3	3	0
URuneword51	Heart of the Oak	1						staf	mace	glov	thro						KoVexPulThul	c18	c26	c21	c10			cast2		60	60	charged	Oak Sage	25	6	mana%		23	23	allskills		5	5	regen		30	30	res-all		45	60	charged	Raven	60	14	0
URuneword54	Holy Thunder	1						scep	glov	thro	gcha						EthRalOrtTal	c05	c08	c09	c07			dmg%		90	90	dmg-ltng		30	80	dmg-max		15	15	res-ltng		90	90	res-ltng-max		8	8	skill	118	5	5	charged	53	60	7	0
URuneword55	Honor	1						weap									AmnElIthTirSol	c11	c01	c06	c03	c12		dmg%		240	240	regen		15	15	allskills		2	2	att		300	300	deadly		38	38	str		15	15					0
URuneword59	Ice	1						miss	glov	thro							AmnShaelJahLo	c11	c13	c31	c28			dmg%		210	315	aura	Holy Freeze	27	27	extra-cold		35	45	hit-skill	Frost Nova	2	33	levelup-skill	Blizzard	150	60	pierce-cold		30	30	gold%/lvl	25			0
URuneword60	Infinity	1						sppl	lob								BerMalBerIst	c30	c23	c30	c24			dmg%		385	485	move3		80	80	vit/lvl	6			aura	Conviction	18	18	kill-skill	Chain Lightning	50	30	pierce-ltng		60	85	charged	Cyclone Armor	30	21	0
URuneword62	Insight	1						sppl	staf	miss	glov	thro	boot				RalTirTalSol	c08	c03	c07	c12			dmg%		300	390	att%		270	375	mag%		35	35	oskill	Critical Strike	2	9	cast2		53	53	aura	Meditation	18	26	all-stats		8	8	0
URuneword65	King's Grace	1						swor	scep	thro	ajav						AmnRalThul	c11	c08	c10				dmg%		150	150	att		338	338	dmg-demon		150	150	dmg-undead		75	75	att-demon		150	150	att-undead		150	150					0
URuneword66	Kingslayer	1						swor	axe	glov	thro	gcha					MalUmGulFal	c23	c22	c25	c19			swing2		45	45	dmg%		345	405	reduce-ac		35	35	crush		50	50	openwounds		35	35	oskill	Vengeance	2	2	gold%		60	60	0
URuneword69	Last Wish	1						swor	hamm	axe	dols						JahMalJahSurJahBer	c31	c23	c31	c29	c31	c30	dmg%		495	560	att-skill	Charged Bolt	30	30	hit-skill	Life Tap	10	27	gethit-skill	Fade	6	17	crush		60	70	mag%/lvl	6			aura	Might	26	26	0
URuneword71	Lawbringer	1						weap	misl	glov							AmnLemKo	c11	c20	c18				dmg-cold		195	270	dmg-fire		225	315	aura	Sanctuary	24	27	hit-skill	Decrepify	20	23	ac-miss		300	375	rip		2	2	reduce-ac		75	75	0
URuneword72	Leaf	1						staf	glov	orb	wand	lob	lwd				TirRal	c03	c08					fireskill		5	5	ac/lvl		24	24	res-cold		50	50	skill	41	5	5	skill	36	5	5	skill	37	5	5					0
URuneword74	Lionheart	1						tors	lcha								HelLumFal	c15	c17	c19				str		23	23	vit		35	35	dex		23	23	dmg%		30	30	hp		75	75	res-all		45	45					0
URuneword75	Lore	1						helm	belt								OrtSol	c09	c12					enr		15	15	allskills		2	2	light		3	3	mana-kill		3	3													0
URuneword81	Malice	1						mele	glov	thro	ajav	misl					IthElEth	c06	c01	c05				openwounds		150	150	dmg-ac		-150	-150	noheal		1	1	dmg%		50	50	light		-2	-2	regen		-8	-8					0
URuneword82	Melody	1						miss	glov	thro	ajav						ShaelKoNef	c13	c18	c04				dmg%		75	75	skilltab	0	5	5	skill	9	5	5	skill	13	5	5	skill	17	5	5	dmg-undead		450	450					0
URuneword83	Memory	1						staf	glov								LumIoSolEth	c17	c16	c12	c05			mana%		30	30	red-mag		17	17	ac%		75	75	cast2		50	50	sor		5	5	skill	58	5	5	skill	42	3	3	0
URuneword84	Mist	1						miss									ChamShaelGulThulIth	c32	c13	c25	c10	c06		allskills		5	5	dmg%		485	560	aura	Concentration	12	18	pierce		150	150	vit		36	36	res-all		60	60					0
URuneword87	Myth	1						tors	lcha								HelAmnNef	c15	c11	c04				hit-skill	Taunt	10	2	gethit-skill	Howl	3	2	bar		3	3	regen		15	15													0
URuneword88	Nadir	1						helm	belt	mcha	boot						NefTir	c04	c03					ac%		75	75	ac		23	23	light		-5	-5	charged	264	9	13	gold%		-50	-50	str		8	8					0
URuneword91	Oath	1						swor	axe	mace	glov	thro	gcha				ShaelPulMalLum	c13	c21	c23	c17			dmg%		315	510	swing1		65	65	hit-skill	Bone Spirit	30	30	charged	IronGolem	14	17	charged	Heart of Wolverine	20	16	abs-mag		15	23	indestruct		1	1	0
URuneword92	Obedience	1						sppl	lob								HelKoThulEthFal	c15	c18	c10	c05	c19		dmg%		555	555	crush		90	90	kill-skill	enchant	30	32	pierce-fire		38	38	ac		300	450	balance3		60	60	res-all		30	45	0
URuneword94	Obsession	1						com2	lob	dols	tors						ZodIstLemLumIoNef	c33	c24	c20	c17	c16	c04	allskills		6	6	gethit-skill	Weaken	24	20	cast3		95	95	balance3		90	90	res-all		90	100	hp%		40	40	regen-mana		20	45	0
URuneword95	Passion	1						weap	glov	thro	lcha						DolOrtEldLem	c14	c09	c02	c20			dmg%		240	315	oskill	Zeal	2	2	att%		75	120	oskill	Berserk	2	2	swing2		38	38	charged	Heart of Wolverine	12	3	stupidity		15	15	0
URuneword97	Pattern	1						weap	glov	lcha	misl						TalOrtThul	c07	c09	c10				att%		15	15	dmg%		60	120	dmg-fire		18	48	res-all		23	23	str		9	9	dex		9	9	block2		45	45	0
URuneword98	Peace	1						tors	lcha	misl							ShaelThulAmn	c13	c10	c11				hit-skill	Valkyrie	2	23	gethit-skill	Slow Missiles	4	12	ama		3	3	oskill	Critical Strike	3	3													0
URuneword99	Voice of Reason	1						swor	mace	glov	thro						LemKoElEld	c20	c18	c01	c02			dmg-demon		330	525	dmg-undead		530	560	dmg-cold		150	330	pierce-cold		36	36	hit-skill	Ice Blast	18	30	hit-skill	tFrozen Orb	15	20	nofreeze		1	1	0
URuneword103	Phoenix	1						weap	shld	thro							VexVexLoJah	c26	c26	c28	c31			dmg%		525	600	ac-miss		525	600	levelup-skill	Blaze	150	60	pierce-fire		40	40	aura	Redemption	15	23	abs-fire		23	32					0
URuneword106	Plague	1						blde	glov	thro	ajav	h2h	lwd				ChamShaelUm	c32	c13	c22				dmg%		330	480	gethit-skill	Lower Resist	20	24	hit-skill	Poison Nova	25	23	pierce-pois		35	35	deadly/lvl	5			aura	Cleansing	20	26	allskills		2	3	0
URuneword109	Pride	1						sppl	glov	thro	gcha						ChamSurIoLo	c32	c29	c16	c28			dmg-dem/lvl	12			dmg-ltng		75	420	att%		390	450	aura	Concentration	24	30	gethit-skill	Fire Wall	25	26	regen		12	12	gold%/lvl	15			0
URuneword110	Principle	1						tors	lcha								RalGulEld	c08	c25	c02				hit-skill	Holy Bolt	100	8	pal		3	3	hp		150	225	dmg-undead		75	75													0
URuneword112	Prudence	1						tors	belt	mcha							MalTir	c23	c03					ac%		210	255	red-mag		15	15	red-dmg		5	5	res-all		40	55	balance2		40	40	rep-dur	25			light		2	2	0
URuneword116	Radiance	1						helm	lcha								NefSolIth	c04	c12	c06				light		8	8	enr		15	15	vit		15	15	red-mag		5	5	mana		50	50	ac%		115	115					0
URuneword117	Rain	1						tors	lcha								OrtMalIth	c09	c23	c06				hit-skill	Twister	5	23	gethit-skill	Cyclone Armor	5	23	dru		3	3	mana		150	225													0
URuneword120	Rhyme	1						shld	boot	mcha	bowq	xboq	ajav				ShaelEth	c13	c05					block2		30	30	block		15	15	res-all		40	40	nofreeze		1	1	gold%		75	75	mag%		40	40					0
URuneword121	Rift	1						sppl	scep	glov	gcha						HelKoLemGul	c15	c18	c20	c25			dmg-mag		240	375	dmg-fire		90	270	dmg-to-mana		57	57	hit-skill	Tornado	20	24	att-skill	tFrozen Orb	24	32	charged	Iron Maiden	40	15	all-stats		8	15	0
URuneword122	Sanctuary	1						shld	boot	char	bowq	xboq	ajav				KoKoMal	c18	c18	c23				block		30	30	block2		35	35	ac%		195	240	ac-miss		375	375	res-all		75	105	balance2		30	30	charged	Slow Missiles	60	12	0
