name	version	compactsave	rarity	spawnable	DropConditionCalc	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight
Sun Spirit	100	0	1	1		98	147	0	190	0	0	20	0	69	0	153	68617	68986	drc	drc			dr4	dr2	dr7	drc	0	2	2	1	4	1	flpdr4	invdr2									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Earth Spirit	100	0	1	1		107	152	0	208	0	0	20	0	76	0	171	79730	68986	drd	drd			dr3	dr3	dr8	drd	0	2	2	1	4	1	flpdr3	invdr3									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Sky Spirit	100	0	1	1		103	155	0	226	0	0	20	0	83	0	186	86575	68986	dre	dre			dr4	dr4	dr9	dre	0	2	2	1	4	1	flpdr4	invdr4									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Dream Spirit	100	0	1	1		109	159	0	236	0	0	20	0	85	0	198	92143	68987	drf	drf			dr1	dr5	dra	drf	0	2	2	1	4	1	flpdr1	invdr5									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Carnage Helm	100	0	2	1		102	147	0	212	0	0	25	0	60	0	135	60650	68987	bab	bab			ba1	ba1	ba6	bab	0	2	2	1	4	1	flpba1	invba1									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Fury Visor	100	0	2	1		105	150	0	258	0	0	35	0	66	0	147	68211	68987	bac	bac			ba1	ba2	ba7	bac	0	2	2	1	4	1	flpba1	invba2									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Destroyer Helm	100	0	2	1		111	156	0	302	0	0	45	0	73	0	162	78881	68987	bad	bad			ba3	ba3	ba8	bad	0	2	2	1	4	1	flpba3	invba3									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Conqueror Crown	100	0	2	1		114	159	0	348	0	0	50	0	80	0	180	88278	68987	bae	bae			ba5	ba4	ba9	bae	0	2	2	1	4	1	flpba5	invba4									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Guardian Crown	100	0	2	1		117	168	0	392	0	0	55	0	85	0	195	97844	68987	baf	baf			ba5	ba5	baa	baf	0	2	2	1	4	1	flpba5	invba5									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Sacred Targe	100	0	2	1		126	158	0	172	0	30	45	0	63	0	141	72618	13678	pab	pab		304	pa1	pa1	pa6	pab	7	2	2	1	4	2	flppa1	invpa1									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0			0	1	0	22	70	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Sacred Rondache	100	0	2	1		138	164	0	218	0	28	68	0	70	0	156	85659	13678	pac	pac		304	pa1	pa2	pa7	pac	7	2	2	1	4	2	flppa1	invpa2									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0			0	1	0	35	58	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Ancient Shield	100	0	2	1		154	172	0	248	0	25	55	0	74	0	165	97676	13678	pad	pad		304	pa3	pa3	pa8	pad	7	2	4	1	4	2	flppa3	invpa3									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0			0	1	0	10	82	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Zakarum Shield	100	0	2	1		169	193	0	284	0	22	65	0	82	0	183	12004	13678	pae	pae		304	pa3	pa4	pa9	pae	7	2	4	1	4	2	flppa3	invpa4									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0			0	1	0	46	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Vortex Shield	100	0	2	1		182	225	0	296	0	19	90	0	85	0	198	13986	13678	paf	paf		304	pa5	pa5	paa	paf	7	2	2	1	4	2	flppa5	invpa5									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	5	87	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Minion Skull	100	0	1	1		95	139	0	154	0	3	20	0	59	0	132	56131	13678	neb	neb		305	ne1	ne1	ne6	neb	10	2	2	1	4	2	flpne1	invne1									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Hellspawn Skull	100	0	1	1		96	141	0	164	0	5	20	0	67	0	150	64437	13679	neg	neg		305	ne2	ne2	ne7	neg	10	2	2	1	4	2	flpne2	invne2									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Overseer Skull	100	0	1	1		98	142	0	182	0	8	20	0	66	0	147	64122	13679	ned	ned		305	ne3	ne3	ne8	ned	10	2	2	1	4	2	flpne3	invne3									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Succubus Skull	100	0	1	1		100	146	0	190	0	10	20	0	81	0	180	80462	13679	nee	nee		305	ne3	ne4	ne9	nee	10	2	2	1	4	2	flpne3	invne4									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Bloodlord Skull	100	0	1	1		103	148	0	212	0	12	20	0	85	0	195	86238	13679	nef	nef		305	ne2	ne5	nea	nef	10	2	2	1	4	2	flpne2	invne5									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Old Book	100	0	1	1		2	5	0	12	0	3	20	0	4	0	3	21	4628	wa1	wa1		306	wa1	wa1	wa6	wab	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	1	0	0	xxx	xxx	1	0		
Tome	100	0	1	1		4	8	0	14	0	5	20	0	8	0	6	70	7336	wa2	wa2		306	wa2	wa2	wa7	wac	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	1	0	0	xxx	xxx	1	0		
Codex	100	0	1	1		6	10	0	18	0	8	20	0	16	0	12	178	14780	wa3	wa3		306	wa3	wa3	wa8	wad	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	1	0	0	xxx	xxx	1	0		
Compendium	100	0	1	1		10	16	0	20	0	10	20	0	20	0	15	361	23320	wa4	wa4		306	wa3	wa4	wa9	wae	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	1	0	0	xxx	xxx	1	0		
Grimoire 	100	0	1	1		15	20	0	25	0	12	20	0	24	0	18	579	35350	wa5	wa5		306	wa2	wa5	waa	waf	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Burnt Text	100	0	1	1		38	48	0	114	0	3	20	0	33	0	72	1932	82069	wa6	wa6		306	wa1	wa1	wa6	wab	10	2	2	1	4	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	1	0	0	xxx	xxx	1	0		
Dark Tome	100	0	1	1		41	52	0	123	0	5	20	0	39	0	87	2473	82070	wa7	wa7		306	wa2	wa2	wa7	wac	10	2	2	1	4	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	1	0	0	xxx	xxx	1	0		
Dark Codex	100	0	1	1		44	55	0	141	0	8	20	0	45	0	99	3028	82071	wa8	wa8		306	wa3	wa3	wa8	wad	10	2	2	1	4	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Possessed Compendium	100	0	1	1		50	64	0	150	0	10	20	0	49	0	108	3792	82072	wa9	wa9		306	wa3	wa4	wa9	wae	10	2	2	1	4	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Possessed Grimoire 	100	0	1	1		58	70	0	174	0	12	20	0	54	0	120	4666	82073	waa	waa		306	wa2	wa5	waa	waf	10	2	2	1	4	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Forgotten Volume	100	0	1	1		95	139	0	231	0	3	20	0	59	0	132	9355	82069	wab	wab		306	wa1	wa1	wa6	wab	10	2	2	1	4	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Occult Tome	100	0	1	1		96	141	0	246	0	5	20	0	67	0	147	10740	82070	wac	wac		306	wa2	wa2	wa7	wac	10	2	2	1	4	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0		
Occult Codex	100	0	1	1		98	142	0	273	0	8	20	0	66	0	150	10687	82071	wad	wad		306	wa3	wa3	wa8	wad	10	2	2	1	4	2	flpbbb	invbbb	invbbb	invbbb							0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Blasphemous Compendium	100	0	1	1		100	146	0	285	0	10	20	0	81	0	180	13410	82072	wae	wae		306	wa3	wa4	wa9	wae	10	2	2	1	4	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0		
Blasphemous Grimoire 	100	0	1	1		103	148	0	318	0	12	20	0	85	0	195	14373	82073	waf	waf		306	wa2	wa5	waa	waf	10	2	2	1	4	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0		
Tottenham Armor	100	0	4	1		510	624	0	206	0	0	80	0	87	0	150	317526	641896	tt7	tt7			tt7	tt7	tt7	tt7	1	2	3	1	4	1	flpscl	invtt7	invscl				2				0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	7	0	xxx	xxx	1	0		
Chaos Baal's head	100	0	4	0		110	200	0	200	0	0	50	0	310	0	255	94770	173695	cbh	cbh		850	cbh	cbh	cbh	cbh	16	2	2	1	4	1	flpcrn	invcrn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null	
Chaos Baal's armo	100	0	4	0		500	700	5	360	0	0	60	0	310	0	255	373558	812036	cbd	cbd		849	cbd	cbd	cbd	cbd	1	2	3	1	4	1	flpaar	invaar	invaaru	invaaru	1	1	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Chaos Baal's glove	100	0	2	0		50	100	0	220	0	0	16	0	310	0	255	34964	58692	cbl	cbl		850	cbl	cbl	cbl	cbl	16	2	2	1	4	0	flpmgl	invmgl									0					0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Chaos Baal's boots	100	0	3	0		50	100	0	240	0	0	18	0	310	0	255	41658	70078	cbb	cbb		849	cbb	cbb	cbb	cbb	16	2	2	1	4	2	flptbt	invtbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	120	250	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Chaos Baal's belt	100	0	1	0		50	100	0	200	0	0	12	0	310	0	255	28842	45078	cbt	cbt			cbt	cbt	cbt	cbt	16	2	1	1	2	1	flplbl	invlbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
king glory	100	0	1	0		150	200	0	600	0	0	200	0	70	0	1	35000	700000	ewg	ewg			lit	ewg	ewg	ewg	0	2	2	1	4	1	flpci1	invci2									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
tyrael glory	100	0	1	0		150	200	0	600	0	0	200	0	70	0	1	35000	700000	ewt	ewt			lit	ewt	ewt	ewt	0	2	2	1	4	1	flpci1	invci2									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
hedriel glory	100	0	1	0		150	200	0	600	0	0	200	0	70	0	1	35000	700000	ewh	ewh			lit	ewh	ewh	ewh	0	2	2	1	4	1	flpci1	invci2									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Succubus_Temptation	100	0	1	0		150	200	0	600	0	0	200	0	70	0	1	35000	700000	ews	ews			lit	ews	ews	ews	0	2	2	1	4	1	flpci1	invci2									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
punkskull_normal	100	0	1	0		150	200	0	600	0	0	200	0	70	0	1	35000	700000	psn	psn			lit	psn	psn	psn	0	2	2	1	4	1	flpci1	invpsn									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
punkskull_red	100	0	1	0		200	300	0	600	0	0	200	0	70	0	1	35000	700000	psr	psr			lit	psr	psr	psr	0	2	2	1	4	1	flpci1	invpsr									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
punkskull_yellow	100	0	1	0		200	300	0	600	0	0	200	0	70	0	1	35000	700000	psy	psy			lit	psy	psy	psy	0	2	2	1	4	1	flpci1	invpsy									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Seungwoo's long hair	100	0	1	0		150	200	0	600	0	0	200	0	70	0	1	35000	700000	ehl	ehl			lit	ehl	ehl	ehl	0	2	2	1	4	1	flpci1	invehl									0					0	xxx			ahai		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Seungwoo's ponytail	100	0	1	0		150	200	0	600	0	0	200	0	70	0	1	35000	700000	ehp	ehp			lit	ehp	ehp	ehp	0	2	2	1	4	1	flpci1	invehp									0					0	xxx			ahai		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Hermes Boots	100	0	4	0		150	200	0	600	500	0	200	0	85	0	1	45459	700000	ehb	ehb			hbt	ehb	ehb	ehb	2	2	2	1	4	2	flphbt	invehb									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	150	210	120	100	0	2					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Captain Shield	100	0	2	0		200	250	0	600	0	35	200	0	85	0	1	75374	700000	epa	epa			pa5	epa	epa	epa	7	2	2	1	4	2	flppa5	invepa									0					0	xxx			shie	ashd	item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	30	50	100		0	2					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Captain Shield Red	100	0	2	0		200	250	0	600	0	35	200	0	85	0	1	75374	700000	epc	epc			pa5	epc	epc	epc	7	2	2	1	4	2	flppa5	invepc									0					0	xxx			shie	ashd	item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	30	50	100		0	2					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
merc head	100	0	10	1		90	160	0	200	0	0	1	0	87	0	220	94770	173695	mbh	mbh			mbh	mbh	mbh	mbh	16	2	2	1	4	1	flpcrn	invcrn									0					0	xxx			helm	mec1	item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
merc armo	100	0	10	1		400	600	5	360	0	0	1	0	87	0	220	373558	812036	mbd	mbd			mbd	mbd	mbd	mbd	1	2	3	1	4	1	flpaar	invaar	invaaru	invaaru	1	1	2	2	2	0	0					0	xxx			tors	mec1	item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
merc glove	100	0	10	1		40	90	0	220	0	0	1	0	87	0	220	34964	58692	mbc	mbc			mbc	mbc	mbc	mbc	16	2	2	1	4	0	flpmgl	invmgl									0					0	xxx			glov	mec1	item_gloveschain	12	item_gloveschain	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
merc boots	100	0	10	1		40	90	0	240	0	0	1	0	87	0	220	41658	70078	mbb	mbb			mbb	mbb	mbb	mbb	16	2	2	1	4	2	flptbt	invtbt									0					0	xxx			boot	mec1	item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	10	20	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
merc belt	100	0	10	1		40	90	0	200	0	0	1	0	87	0	220	28842	45078	mba	mba			mba	mba	mba	mba	16	2	1	1	2	1	flplbl	invlbl									0					0	xxx			belt	mec1	item_lightarmor	12	item_lightarmor	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
merc Shield	100	0	10	1		150	200	0	200	0	40	1	0	87	0	220	75374	700000	mpa	mpa			mpa	mpa	mpa	mpa	7	2	4	1	4	2	flppa5	invpa5									0					0	xxx			shie	mec1	item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	10	20	100		0	2					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Lucifer coat	100	0	1	0		550	850	0	600	500	0	200	0	87	0	1	32309	700000	et1	et1			et1	et1	et1	et1	1	2	3	1	6	1	flpgth	invet1			0	2	2	1	0	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Infinity gauntlet	100	0	1	0		150	200	0	600	0	0	200	0	87	0	1	34964	700000	ifg	ifg			ifg	ifg	ifg	ifg	16	2	2	1	4	0	flpmgl	invifg									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	2	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Wwe Champion Belt	100	0	1	0		120	150	0	600	0	0	200	1	87	0	1	34964	700000	wwe	wwe			wwe	wwe	wwe	wwe	16	2	1	1	2	1	flphbl	invwwe									0					0	xxx			belt		item_wwebelt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
Cold Soul	100	0	2	0		200	250	0	0	0	35	200	0	85	0	1	75374	700000	0ra	0ra		303	0ra	0ra	0ra	0ra	7	2	2	1	4	2	flppa5	inv0ra									0					0	xxx			sshd		item_gem	12	item_gem	0	0	5	0	5	0			0	1	0	30	50	100		0	2					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Feral Beard pala	100	0	1	0		150	200	0	600	0	0	200	0	85	0	1	35000	700000	ehr	ehr			lit	ehr	ehr	ehr	0	2	2	1	4	1	flpci1	invehr									0					0	xxx			phlp		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Feral Beard barb	100	0	1	0		150	200	0	600	0	0	200	0	85	0	1	35000	700000	ehq	ehq			lit	ehq	ehq	ehq	0	2	2	1	4	1	flpci1	invehr									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Sharp cloak	100	0	1	0		150	200	0	600	0	0	200	0	85	0	1	35000	700000	esc	esc			lit	esc	esc	esc	0	2	2	1	4	1	flpci1	invesc									0					0	xxx			helm		item_gloves	12	item_gloves	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Suffering Duriel head	100	0	4	0		120	225	0	200	0	0	50	0	310	0	255	94770	173695	tdh	tdh			tdh	tdh	tdh	tdh	0	2	2	1	4	1	flpba3	invba3									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	Null	
