index	*ID	version	disabled	spawnable	disableChronicle	DropConditionCalc	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
UIce	671	100		1					1		320	195	6l7	Crusader Bow		5	5000	dred	dred						dmg%		140	210	aura	Holy Freeze	18	18	extra-cold		25	30	hit-skill	Frost Nova	25	22	levelup-skill	Blizzard	100	40	pierce-cold		20	20	gold%/lvl	25							sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UDestruction	672	100		1					1		320	195	7ls	Cryptic Sword		5	5000	dred	dred						dmg%		350	350	dmg-mag		100	180	hit-skill	Molten Boulder	5	23	death-skill	Meteor	100	45	att-skill	Nova	15	22	hit-skill	Volcano	23	12	noheal		1	1					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UBrand	673	100		1					1		320	195	6hb	Blade Bow		5	5000	dred	dred						dmg%		260	340	dmg-demon		280	330	hit-skill	tBone Spear	100	18	gethit-skill	Amplify Damage	35	14	knock		1	1	noheal		1	1	explosivearrow		15	15					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ULast Wish	674	100		1					1		320	195	7bs	Conquest Sword		5	5000	dred	dred						dmg%		330	375	att-skill	Charged Bolt	20	20	hit-skill	Life Tap	10	18	gethit-skill	Fade	6	11	crush		40	50	mag%/lvl	4			aura	Might	17	17					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UFury	675	100		1					1		320	195	7ss	Falcata		5	5000	dred	dred						dmg%		209	209	swing2		40	40	noheal		1	1	openwounds		66	66	lifesteal		6	6	deadly		33	33	skill	147	5	5					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UPhoenix	676	100		1					1		320	195	7ws	Caduceus		5	5000	dred	dred						dmg%		350	400	ac-miss		350	400	levelup-skill	Blaze	100	40	pierce-fire		28	28	aura	Redemption	10	15	abs-fire		15	21									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UFaith	677	100		1					1		320	195	6lw	Hydra Bow		5	5000	dred	dred						dmg%		280	280	att%		300	300	dmg-fire		120	120	res-all		15	15	aura	Fanaticism	12	15	reanimate	1	10	10	allskills		1	2					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UWind	678	100		1					1		320	201	7bl	Legend Spike		5	5000	dred	dred						dmg%		120	160	swing2		40	40	move2		20	20	reduce-ac		50	50	hit-skill	Tornado	10	9	charged	240	127	13	balance2		15	15					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UHand of Justice	679	100		1					1		320	201	7cr	Phase Blade		5	5000	dred	dred						swing2		33	33	dmg%		280	330	aura	Holy Fire	16	16	levelup-skill	Blaze	100	36	death-skill	Meteor	100	48	ignore-ac		1	1	pierce-fire		20	20					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UPride	680	100		1					1		320	201	7pa	Cryptic Axe		5	5000	dred	dred						dmg-dem/lvl	8			dmg-ltng		50	280	att%		260	300	aura	Concentration	16	20	gethit-skill	Fire Wall	25	17	regen		8	8	gold%/lvl	15							sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UDoom	681	100		1					1		320	201	7mp	War Spike		5	5000	dred	dred						dmg%		280	320	aura	Holy Freeze	12	12	swing2		45	45	noheal		1	1	pierce-cold		40	60	allskills		2	2	hit-skill	Volcano	5	18					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UPlague	682	100		1					1		320	201	7kr	Fanged Knife		5	5000	dred	dred						dmg%		220	320	gethit-skill	Lower Resist	20	12	hit-skill	Poison Nova	25	15	pierce-pois		23	23	deadly/lvl	3			aura	Cleansing	13	17	allskills		1	2					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UMist	683	100		1					1		320	201	6hx	Colossus Crossbow		5	5000	dred	dred						allskills		3	3	dmg%		325	375	aura	Concentration	8	12	pierce		100	100	vit		24	24	res-all		40	40									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UObsession	684	100		1					1		320	207	6ws	Archon Staff		5	5000	dred	dred						allskills		4	4	gethit-skill	Weaken	24	10	cast3		65	65	balance3		60	60	res-all		60	70	hp%		15	25	regen-mana		15	30					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UBreath of the Dying	685	100		1					1		320	207	7gd	Colossus Blade		5	5000	dred	dred						swing2		60	60	dmg-undead		125	125	lifesteal		12	15	noheal		1	1	dmg%		350	400	all-stats		30	30									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ESteel	686	100		1					1		335	18	hax	Hand Axe		5	5000	bwht	bwht						swing2		40	40	dmg-min		5	5	dmg-max		5	5	openwounds		75	75	dmg%		30	30													sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EMalice	687	100		1					1		335	30	spc	Spiked Club		5	5000	bwht	bwht						openwounds		150	150	dmg-ac		-150	-150	noheal		1	1	dmg%		50	50	light		-2	-2	regen		-8	-8									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ELeaf	688	100		1					1		335	38	ob5	Jared's Stone		5	5000	bwht	bwht						fireskill		5	5	ac/lvl		24	24	res-cold		50	50	skill	41	5	5	skill	36	5	5	skill	37	5	5									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EZephyr	689	100		1					1		335	42	swb	Short War Bow		5	5000	bwht	bwht						move2		35	35	swing2		35	35	dmg%		50	50	att		100	100	gethit-skill	240	7	2	ac		35	35									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EHoly Thunder	690	100		1					1		335	42	wsp	War Scepter		5	5000	bwht	bwht						dmg%		60	60	dmg-ltng		20	60	dmg-max		10	10	res-ltng		60	60	res-ltng-max		5	5	skill	118	3	3	charged	53	60	7					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EPattern	691	100		1					1		335	46	skr	Scissors Katar		5	5000	bwht	bwht						att%		15	15	dmg%		60	120	dmg-fire		18	48	res-all		23	23	str		9	9	dex		9	9	block2		45	45					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EStrength	692	100		1					1		335	50	lsd	Long Sword		5	5000	bwht	bwht						str		30	30	dmg%		50	50	vit		15	15	crush		35	35																	sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EKing's Grace	693	100		1					1		335	50	gsc	Grand Scepter		5	5000	bwht	bwht						dmg%		150	150	att		338	338	dmg-demon		150	150	dmg-undead		75	75	att-demon		150	150	att-undead		150	150									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EEdge	694	100		1					1		335	50	lwb	Long War Bow		5	5000	bwht	bwht						dmg-demon		480	570	dmg-undead		420	420	swing2		53	53	noheal		1	1	aura	Thorns	23	23	all-stats		8	15	cheap		23	23					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ESpirit	695	100		1					1		335	50	9bs	Battle Sword		5	5000	whit	whit						balance3		80	80	mana		135	170	ac-miss		375	375	vit		33	33	cast3		40	55	abs-mag		5	12	allskills		1	3					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EInsight	696	100		1					1		335	54	vou	Voulge		5	5000	bwht	bwht						dmg%		300	390	att%		270	375	mag%		35	35	oskill	Critical Strike	2	9	cast2		53	53	aura	Meditation	18	26	all-stats		8	8					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EHonor	697	100		1					1		335	54	kri	Kriss		5	5000	bwht	bwht						dmg%		240	240	regen		15	15	allskills		2	2	att		300	300	deadly		38	38	str		15	15									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EWhite	698	100		1					1		335	70	gwn	Grim Wand		5	5000	bwht	bwht						skilltab	7	5	5	red-mag		6	6	cast2		30	30	mana		20	20	skill	68	5	5	skill	84	3	3	skill	69	6	6					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EBlack	699	100		1					1		335	70	fla	Flail		5	5000	bwht	bwht						crush		60	60	dmg%		180	180	swing2		23	23	red-mag		3	3	att		300	300	charged	74	12	4									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EMemory	700	100		1					1		335	74	bst	Battle Staff		5	5000	bwht	bwht						mana%		30	30	red-mag		17	17	ac%		75	75	cast2		50	50	sor		5	5	skill	58	5	5	skill	42	3	3					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EHustle	701	100		1					1		335	78	flc	Falchion		5	5000	bwht	bwht						hit-skill	Quickness	5	2	swing2		15	15	dmg%		270	300	aura	Fanaticism	2	2																	sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EMelody	702	100		1					1		335	78	rxb	Repeating Crossbow		5	5000	bwht	bwht						dmg%		75	75	skilltab	0	5	5	skill	9	5	5	skill	13	5	5	skill	17	5	5	dmg-undead		450	450									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EObedience	703	100		1					1		335	78	9wc	Grim Scythe		5	5000	whit	whit						dmg%		555	555	crush		90	90	kill-skill	enchant	30	32	pierce-fire		38	38	ac		300	450	balance3		60	60	res-all		30	45					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EUnbending Will	704	100		1					1		335	82	9cr	Dimensional Blade		5	5000	whit	whit						skilltab	12	5	5	hit-skill	Taunt	18	27	swing2		30	45	dmg%		450	525	red-dmg		12	12	noheal		1	1	lifesteal		12	15					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ELawbringer	705	100		1					1		335	82	9qs	Holy Water Sprinkler		5	5000	whit	whit						dmg-cold		195	270	dmg-fire		225	315	aura	Sanctuary	24	27	hit-skill	Decrepify	20	23	ac-miss		300	375	rip		2	2	reduce-ac		75	75					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EVoice of Reason	706	100		1					1		335	86	9wd	Ancient Sword		5	5000	whit	whit						dmg-demon		330	525	dmg-undead		530	560	dmg-cold		150	330	pierce-cold		36	36	hit-skill	Ice Blast	18	30	hit-skill	tFrozen Orb	15	20	nofreeze		1	1					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EPassion	707	100		1					1		335	86	92a	Twin Axe		5	5000	whit	whit						dmg%		240	315	oskill	Zeal	2	2	att%		75	120	oskill	Berserk	2	2	swing2		38	38	charged	Heart of Wolverine	12	3	stupidity		15	15					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EHarmony	708	100		1					1		335	86	am7	Ceremonial Bow		5	5000	whit	whit						dmg%		300	413	dmg-elem		80	240	charged	Revive	25	20	aura	Vigor	15	15	oskill	Valkyrie	3	9	regen-mana		30	30	light		3	3					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ECrescent Moon	709	100		1					1		335	141	9ts	Harpoon		5	5000	whit	whit						pierce-ltng		50	50	ignore-ac		1	1	dmg%		270	330	abs-mag		14	17	charged	Summon Spirit Wolf	30	18	hit-skill	Static Field	7	20	hit-skill	Chain Lightning	10	26					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EVenom	710	100		1					1		335	147	9kr	Cinquedeas		5	5000	whit	whit						dmg-pois	175	468	468	ignore-ac		1	1	charged	83	27	15	charged	92	11	13	manasteal		11	11													sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EOath	711	100		1					1		335	147	9mt	Jagged Star		5	5000	whit	whit						dmg%		315	510	swing1		65	65	hit-skill	Bone Spirit	30	30	charged	IronGolem	14	17	charged	Heart of Wolverine	20	16	abs-mag		15	23	indestruct		1	1					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EMosaic	712	100		1					1		335	159	9tw	Greater Talons		5	5000	whit	whit						skilltab	20	3	3	charge-noconsume		75	75	swing2		30	30	dmg%		300	375	extra-fire		12	23	extra-cold		12	23	extra-ltng		12	23					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EKingslayer	713	100		1					1		335	159	9bt	Tabar		5	5000	whit	whit						swing2		45	45	dmg%		345	405	reduce-ac		35	35	crush		50	50	openwounds		35	35	oskill	Vengeance	2	2	gold%		60	60					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ERift	714	100		1					1		335	159	9b7	Lochaber Axe		5	5000	whit	whit						dmg-mag		240	375	dmg-fire		90	270	dmg-to-mana		57	57	hit-skill	Tornado	20	24	att-skill	tFrozen Orb	24	32	charged	Iron Maiden	40	15	all-stats		8	15					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EDeath	715	100		1					1		335	165	9wa	Naga		5	5000	whit	whit						dmg%		450	580	deadly/lvl	8			charged	BloodGolem	15	22	att-skill	Glacial Spike	38	27	death-skill	Chain Lightning	150	66	crush		75	75	indestruct		1	1					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EHeart of the Oak	716	100		1					1		335	165	9fl	Knout		5	5000	whit	whit						cast2		60	60	charged	Oak Sage	25	6	mana%		23	23	allskills		5	5	regen		30	30	res-all		45	60	charged	Raven	60	14					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ESilence	717	100		1					1		335	165	9gd	Executioner Sword		5	5000	whit	whit						manasteal		6	6	stupidity		50	50	dmg%		300	300	swing2		30	30	res-all		110	110	allskills		3	3	balance2		30	30					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EChaos	718	100		1					1		335	171	7ar	Suwayyah		5	5000	dgld	dgld						demon-heal		23	23	dmg%		360	435	dmg-mag		325	700	oskill	Whirlwind	2	2	swing2		50	50	hit-skill	tFrozen Orb	9	17	hit-skill	Charged Bolt	11	9					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EFamine	719	100		1					1		335	171	7gm	Thunder Maul		5	5000	dgld	dgld						dmg%		400	480	lifesteal		18	18	swing2		45	45	noheal		1	1	dmg-mag		270	300	dmg-elem		75	300	ethereal		2	2					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ECall To Arms	720	100		1					1		335	171	7fl	Scourge		5	5000	dgld	dgld						swing2		60	60	dmg%		300	360	allskills		2	2	oskill	Battle Command	3	9	oskill	Battle Orders	2	9	oskill	Battle Cry	2	6	regen		18	18					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EGrief	721	100		1					1		335	177	7wa	Berserker Axe		5	5000	dgld	dgld						dmg-dem/lvl	20			dmg		510	600	swing3		45	60	hit-skill	Venom	3	23	pierce-pois		30	38	ignore-ac		1	1	heal-kill		15	23					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EFortitude	722	100		1					1		335	177	7wh	Legendary Mallet		5	5000	dgld	dgld						ac%		300	300	dmg%		450	450	cast3		38	38	gethit-skill	Chilling Armor	20	23	dmg-to-mana		18	18	hp/lvl		12	18	res-all		35	45					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EEternity	723	100		1					1		335	189	72a	Ettin Axe		5	5000	dgld	dgld						dmg%		390	465	indestruct		1	1	slow		50	50	charged	Revive	88	8	regen		24	24	regen-mana		24	24	nofreeze		1	1					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EBeast	724	100		1					1		335	189	7ax	Small Crescent		5	5000	dgld	dgld						swing2		60	60	aura	Fanaticism	13	13	dmg%		360	400	str		40	60	charged	Summon Grizzly	5	13	oskill	Wearbear	5	5	oskill	Shape Shifting	5	5					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EInfinity	725	100		1					1		335	189	7st	Ghost Spear		5	5000	dgld	dgld						dmg%		385	485	move3		80	80	vit/lvl	6			aura	Conviction	18	18	kill-skill	Chain Lightning	50	30	pierce-ltng		60	85	charged	Cyclone Armor	30	21					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EWrath	726	100		1					1		335	189	6lx	Pellet Bow		5	5000	dgld	dgld						dmg-demon		450	450	dmg-undead		375	450	dmg-ltng		62	360	dmg-mag		128	180	hit-skill	Life Tap	5	15	hit-skill	Decrepify	30	2	nofreeze		1	1					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EIce	727	100		1					1		335	195	6l7	Crusader Bow		5	5000	dgld	dgld						dmg%		210	315	aura	Holy Freeze	27	27	extra-cold		35	45	hit-skill	Frost Nova	25	33	levelup-skill	Blizzard	150	60	pierce-cold		30	30	gold%/lvl	25							sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EDestruction	728	100		1					1		335	195	7ls	Cryptic Sword		5	5000	dgld	dgld						dmg%		525	525	dmg-mag		150	270	hit-skill	Molten Boulder	5	35	death-skill	Meteor	150	68	att-skill	Nova	23	33	hit-skill	Volcano	23	18	noheal		1	1					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EBrand	729	100		1					1		335	195	6hb	Blade Bow		5	5000	dgld	dgld						dmg%		390	510	dmg-demon		280	495	hit-skill	tBone Spear	100	27	gethit-skill	Amplify Damage	35	21	knock		1	1	noheal		1	1	explosivearrow		23	23					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ELast Wish	730	100		1					1		335	195	7bs	Conquest Sword		5	5000	dgld	dgld						dmg%		495	560	att-skill	Charged Bolt	30	30	hit-skill	Life Tap	10	27	gethit-skill	Fade	6	17	crush		60	70	mag%/lvl	6			aura	Might	26	26					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EFury	731	100		1					1		335	195	7ss	Falcata		5	5000	dgld	dgld						dmg%		314	314	swing2		60	60	noheal		1	1	openwounds		99	99	lifesteal		9	9	deadly		50	50	skill	147	8	8					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EPhoenix	732	100		1					1		335	195	7ws	Caduceus		5	5000	dgld	dgld						dmg%		525	600	ac-miss		525	600	levelup-skill	Blaze	150	60	pierce-fire		40	40	aura	Redemption	15	23	abs-fire		23	32									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EFaith	733	100		1					1		335	195	6lw	Hydra Bow		5	5000	dgld	dgld						dmg%		420	420	att%		450	450	dmg-fire		180	180	res-all		23	23	aura	Fanaticism	18	23	reanimate	1	15	15	allskills		2	3					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EWind	734	100		1					1		335	201	7bl	Legend Spike		5	5000	dgld	dgld						dmg%		180	240	swing2		60	60	move2		30	30	reduce-ac		75	75	hit-skill	Tornado	10	14	charged	240	127	13	balance2		20	20					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EHand of Justice	735	100		1					1		335	201	7cr	Phase Blade		5	5000	dgld	dgld						swing2		50	50	dmg%		300	410	aura	Holy Fire	24	24	levelup-skill	Blaze	150	54	death-skill	Meteor	150	72	ignore-ac		1	1	pierce-fire		30	30					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EPride	736	100		1					1		335	201	7pa	Cryptic Axe		5	5000	dgld	dgld						dmg-dem/lvl	12			dmg-ltng		75	420	att%		390	450	aura	Concentration	24	30	gethit-skill	Fire Wall	25	26	regen		12	12	gold%/lvl	15							sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EDoom	737	100		1					1		335	201	7mp	War Spike		5	5000	dgld	dgld						dmg%		420	480	aura	Holy Freeze	12	18	swing2		70	70	noheal		1	1	pierce-cold		60	90	allskills		3	3	hit-skill	Volcano	5	27					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EPlague	738	100		1					1		335	201	7kr	Fanged Knife		5	5000	dgld	dgld						dmg%		330	480	gethit-skill	Lower Resist	20	24	hit-skill	Poison Nova	25	23	pierce-pois		35	35	deadly/lvl	5			aura	Cleansing	20	26	allskills		2	3					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EMist	739	100		1					1		335	201	6hx	Colossus Crossbow		5	5000	dgld	dgld						allskills		5	5	dmg%		485	560	aura	Concentration	12	18	pierce		150	150	vit		36	36	res-all		60	60									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EObsession	740	100		1					1		335	207	6ws	Archon Staff		5	5000	dgld	dgld						allskills		6	6	gethit-skill	Weaken	24	20	cast3		95	95	balance3		90	90	res-all		90	100	hp%		40	40	regen-mana		20	45					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EBreath of the Dying	741	100		1					1		335	207	7gd	Colossus Blade		5	5000	dgld	dgld						swing2		90	90	dmg-undead		185	185	lifesteal		18	23	noheal		1	1	dmg%		525	600	all-stats		45	45									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
Deceiver	742	100		1					5		21	15	crs	Crystal Sword		5	5000	lred	lred		invcrsu				dmg%		50	50	manasteal		3	3	allskills		0	1	dmg-max		15	15	mag%		25	25	ease		-40	-40	hp%		5	10																	ilvlx		20	20		0
ZZhongnan	743	100		1					5		157	157	7fb	Colossal Sword		5	5000	lred	lred		invflb				dmg%		150	200	noheal		1	1	dmg		50	50	rep-dur	25			sock		0	3																									ilvlx		20	20		0
Ventilation the Storm	744	100		1					5		153	153	7cm	Highland Blade		5	5000	lred	lred		invgisu				dmg%		150	200	ac-miss		100	100	allskills		0	1	swing3		40	40	reduce-ac		20	20																									ilvlx		20	20		0
Obesity	745	100		1					5		165	165	7ax	Small Crescent		5	5000	lred	lred		invaxeu				dmg%		150	200	gold%/lvl	8			balance2		20	20	hp%		5	5	sock		0	2																									ilvlx		20	20		0
Fake ricE	746	100		1					5		171	171	6bs	Shillelagh		5	5000	lred	lred		invbst				allskills		0	3	cast2		35	35	mana%		60	60	dmg		100	100	sock		0	2	red-dmg%		30	30																					ilvlx		20	20		0
Upzy Yuna	747	100		1					5		189	189	7yw	Ghost Wand		5	5000	lred	lred		invywn				nec		0	2	cast2		30	30	pierce-fire		1	5	pierce-dmg		1	5	pierce-mag		1	5	hp/lvl	6																							ilvlx		20	20		0
Dream of your body	748	100		1					5		195	195	6s7	Diamond Bow		5	5000	lred	lred		invsbbu				dmg%		100	200	swing3		50	50	dmg-to-mana		10	10	lifesteal		5	8	allskills		0	1	knock		1	1																					ilvlx		20	20		0
Cheolhoon hammered	749	100		1					5		177	177	7pi	Stygian Pilum		5	5000	lred	lred		invpil				dmg%		100	250	lifesteal		5	5	pierce-pois		5	5	knock		1	1	pierce-dmg		5	5	heal-kill		5	5																					ilvlx		20	20		0
Temple Oppa	750	100		1					5		188	188	7st	Ghost Spear		5	5000	lred	lred		invspt				dmg		50	100	dmg%/lvl	6			att%		50	50	deadly		10	20	reduce-ac		30	30	slow		10	10	regen		10	10																	ilvlx		20	20		0
Night Rabbit	751	100		1					5		168	168	7h7	Great Poleaxe		5	5000	lred	lred		invhal				swing2		100	100	move2		100	100	cast2		100	100	balance2		50	50	regen-mana		-50	-50	hp%		5	5	mana%		5	5	block2		30	30													ilvlx		20	20		0
AV Bensi	752	100		1					5		177	177	7tk	Flying Knife		5	5000	lred	lred		invtkn				dmg%		100	250	dmg-min		25	25	pierce		50	50	allskills		0	1	hit-skill	258	3	10	knock		1	1																					ilvlx		20	20		0
SetCiverb's Vestments	753	100			1				1	1	225	27	rin	Civerb's Vestments											str	0	15	15	dmg-undead	0	200	200	res-ltng	0	25	25	att%	0	25	25	ac		50	50	res-fire		25	25																										0
SetHsarus' Defense	754	100			1				1	1	225	9	rin	Hsarus' Defense											dmg-max	0	5	5	nofreeze	0	1	1	res-ltng	0	25	25	thorns		5	5																																		0
SetCleglaw's Brace	755	100			1				1	1	225	12	rin	Cleglaw's Brace											ac	0	100	100	manasteal	0	6	6	crush	0	35	35	swing2		20	20																																		0
SetIratha's Finery	756	100			1				1	1	225	45	rin	Iratha's Finery											res-all	0	20	20	res-fire-max	0	10	10	res-cold-max	0	10	10	res-ltng-max	0	10	10	res-pois-max	0	10	10	dex	0	15	15	ac		50	50	move2		20	20	pierce		24	24														0
SetIsenhart's Armory	757	100			1				1	1	225	24	rin	Isenhart's Armory											lifesteal	0	5	5	res-all	0	10	10	att%	0	35	35	block		30	30	move2		20	20	str		10	10	dex		10	10																						0
SetVidala's Rig	758	100			1				1	1	225	42	rin	Vidala's Rig											dmg-cold/lvl	12			freeze	0	1	1	pierce	0	50	50	str		10	10	att		75	75	manasteal		7	7	dex		15	15																						0
SetMilabrega's Regalia	759	100			1				1	1	225	210	rin	Milabrega's Regalia	1111										lifesteal	0	8	8	pal	0	0	2	manasteal	0	10	10	res-pois	0	15	15	att		200	200	dmg-ltng/lvl	16			nofreeze		1	1																						0
SetCathan's Traps	760	100			1				1	1	225	33	rin	Cathan's Traps											att	0	60	60	red-mag	0	3	3	res-all	0	25	25	cast1	0	10	10	mana	0	20	20	dmg-fire		15	20	regen-mana		16	16	res-ltng		25	25																		0
SetTancred's Battlegear	761	100			1				1	1	225	60	rin	Tancred's Battlegear											gold%	0	75	75	res-all	0	10	10	slow	0	35	35	manasteal	0	5	5	dmg-ltng		15	15	lifesteal		5	5																										0
SetSigon's Complete Steel	762	100			1				1	1	225	18	rin	Sigon's Complete Steel											res-fire	0	12	12	thorns	0	12	12	red-dmg	0	7	7	fire-max	0	24	24	mana		20	20	lifesteal		10	10	ac		100	100																						0
SetInfernal Tools	763	100			1				1	1	225	15	rin	Infernal Tools											att%	0	20	20	nec	0	0	1	openwounds	0	20	20	manasteal		6	6	mana%		20	20	nofreeze		1	1	dmg-pois	80	25	25	mana		10	10																		0
SetBerserker's Garb	764	100			1				1	1	225	9	rin	Berserker's Garb											res-pois-len	0	75	75	pois-min	0	16	16	pois-max	0	32	32	pois-len	0	75	75	ac		75	75	hp		50	50																										0
SetDeath's Disguise	765	100			1				1	1	225	18	rin	Death's Disguise											att%	0	40	40	dmg-min	0	10	10	res-all	0	25	25	lifesteal		8	8																																		0
