description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Venom Grip	1				100					17	Venom Grip	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"621,nor"	255			crush			3	3	lifesteal			3	3	ac			8	13	ac%			65	80																																																																0
Infernostride	1				100					17	Infernostride	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"622,nor"	255			res-fire			15	15	ac%			60	75	gold%			20	35	ac			8	8	gethit-skill		46	3	4																																																											0
String of Ears	1				100					17	String of Ears	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"623,nor"	255			ac%			75	90	ac			8	8	dur			5	5																																																																					0
Bloodletter	1				100					17	Bloodletter	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"624,nor"	255			swing2			10	10	dmg%			70	70	skill		127	1	2	skill		151	1	2	dur			15	15																																																											0
Coldsteel Eye	1				100					17	Coldsteel Eye	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"625,nor"	255			dur			25	25	dmg%			100	125	swing2			10	10	manasteal			3	3																																																																0
The Impaler	1				100					17	The Impaler	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"626,nor"	255			openwounds			20	20	noheal			1	1	dmg%			70	85	skill		19	3	3	skill		14	2	2																																																											0
Ribcracker	1				100					17	Ribcracker	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"627,nor"	255								ac			50	50	ac%			50	50	balance2			25	25	swing2			25	25																																																											0
Riphook	1				100					17	Riphook	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"628,nor"	255			mana			18	18	swing2			15	15	lifesteal			4	5																																																																					0
Rockstopper	1				100					17	Rockstopper	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"629,nor"	255			ac%			80	110	res-fire			10	25	res-cold			10	20	vit			8	8																																																																0
Skin of the Flayerd One	1				100					17	Skin of the Flayerd One	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"630,nor"	255			lifesteal			3	4	ac%			75	95	thorns			8	8																																																																					0
Mosers Blessed Circle	1				100					17	Mosers Blessed Circle	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"631,nor"	255			block2			15	15																																																																															0
Spineripper	1				100					17	Spineripper	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"632,nor"	255			swing3			8	8	dex			5	5	dmg%			100	120	dmg-norm			8	14	nec			1	1																																																											0
Langer Briser	1				100					17	Langer Briser	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"633,nor"	255			hp			15	15	dmg-max			5	15	openwounds			17	17	dmg-ltng			1	106																																																																0
Gravepalm	1				100					17	Gravepalm	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"634,nor"	255			att-undead			50	100	ac%			70	90																																																																										0
Waterwalk	1				100					17	Waterwalk	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"635,nor"	255			ac%			90	105	hp			23	33	stam			20	20	res-fire-max			3	3	regen-stam			25	25																																																											0
Razortail	1				100					17	Razortail	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"636,nor"	255			ac			8	8	ac%			60	75	dmg-max			5	5																																																																					0
Suicide Branch	1				100					17	Suicide Branch	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"637,nor"	255			mana%			5	5	hp			20	20	allskills			1	1																																																																					0
Hexfire	1				100					17	Hexfire	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"638,nor"	255			res-fire-max			5	5	dmg-norm			18	20	dmg%			70	80	fireskill			2	2																																																																0
Kelpie Snare	1				100					17	Kelpie Snare	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"639,nor"	255			dmg-norm			15	25	str			5	5	dmg%			70	90																																																																					0
Kuko Shakaku	1				100					17	Kuko Shakaku	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"640,nor"	255			pierce			25	25	dmg-fire			20	90	skilltab		0	2	2																																																																					0
Ironpelt	1				100					17	Ironpelt	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"641,nor"	255			red-dmg			8	10	ac/lvl		12			ac%			25	50																																																																					0
Dark Clan Crusher	1				100					17	Dark Clan Crusher	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"642,nor"	255			dmg%			98	98	att%			10	13	demon-heal			8	8																																																																					0
Warlord's Trust	1				100					17	Warlord's Trust	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"643,nor"	255			res-all			5	5	rep-dur		25			dmg%			88	88																																																																					0
Carin Shard	1				100					17	Carin Shard	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"644,nor"	255			balance2			15	15	regen			3	3	nec			1	1	skilltab		8	1	1																																																																0
Soulfeast Tine	1				100					17	Soulfeast Tine	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"645,nor"	255			stamdrain			10	10	dmg%			75	95	att			75	125	dur			8	8																																																																0
Stealskull	1				100					17	Stealskull	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"646,nor"	255			swing2			5	5	ac%			100	120	mag%			15	25																																																																					0
Spiritforge	1				100					17	Spiritforge	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"647,nor"	255			res-fire			3	3	ac%			60	80	str			8	8																																																																					0
Stormchaser	1				100					17	Stormchaser	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"648,nor"	255			res-ltng			25	25	att			75	75	ac%			80	110	block2			5	5	gethit-skill		59	2	3																																																											0
Lance Guard	1				100					17	Lance Guard	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"649,nor"	255			thorns			24	24	ac%			35	60	deadly			10	10																																																																					0
Coldkill	1				100					17	Coldkill	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"650,nor"	255			swing3			15	15	hit-skill		45	5	5	gethit-skill		44	5	3	dmg%			75	95																																																																0
Heart Carver	1				100					17	Heart Carver	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"651,nor"	255			dmg%			95	120	skill		131	2	2	skill		142	2	2	skill		150	2	2																																																																0
Endlesshail	1				100					17	Endlesshail	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"652,nor"	255			skill		26	2	3	dmg%			90	110	dmg-cold		75	8	15																																																																					0
Pus Spiter	1				100					17	Pus Spiter	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"653,nor"	255			ease			-30	-30	gethit-skill		92	5	3	swing2			5	5	dmg%			75	110	att/lvl		10																																																													0
Ghoulhide	1				100					17	Ghoulhide	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"654,nor"	255			hp			10	10	ac%			75	95																																																																										0
Silkweave	1				100					17	Silkweave	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"655,nor"	255			mana%			5	5	move2			15	15																																																																										0
Gloomstrap	1				100					17	Gloomstrap	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"656,nor"	255			ac%			60	75	vit			8	8	regen-mana			8	8																																																																					0
Zakarum's Hand	1				100					17	Zakarum's Hand	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"657,nor"	255			skill		118	1	1	hit-skill		59	3	3	dmg%			90	110	swing2			15	15	skill		114	1	1																																																											0
Ginther's Rift	1				100					17	Ginther's Rift	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"658,nor"	255			dur			20	20	dmg-mag			25	60	dmg%			50	75																																																																					0
Hone Sundan	1				100					17	Hone Sundan	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"659,nor"	255			dmg%			80	100																																																																															0
Crow Caw	1				100					17	Crow Caw	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"660,nor"	255			balance2			8	8	swing2			8	8	charged		221	2	3																																																																					0
The Fetid Sprinkler	1				100					17	The Fetid Sprinkler	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"661,nor"	255			dmg-pois		100	205	205	dmg%			80	95	att			75	100	dmg-norm			8	13																																																																0
Fleshrender	1				100					17	Fleshrender	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"662,nor"	255			deadly			10	10	dmg-norm			18	25	dmg%			65	100	dru			1	1	skilltab		16	1	1																																																											0
Blackbog's Sharp	1				100					17	Blackbog's Sharp	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"663,nor"	255			swing3			15	15	dmg-pois		250	250	250	skill		73	3	3	skill		83	2	2	skill		92	2	2																																																											0
Darksight Helm	1				100					17	Darksight Helm	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"664,nor"	255			manasteal			3	3	gethit-skill		71	3	2	charged		264	15	3	res-fire			10	20																																																																0
Shaftstop	1				100					17	Shaftstop	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"665,nor"	255			ac%			90	110																																																																															0
Tiamat's Rebuke	1				100					17	Tiamat's Rebuke	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"666,nor"	255			res-all			13	18	ac%			70	100	gethit-skill		44	3	5	gethit-skill		48	3	4	gethit-skill		62	2	3																																																											0
Butcher's Pupil	1				100					17	Butcher's Pupil	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"667,nor"	255			indestruct			1	1	swing3			15	15	dmg-norm			15	25																																																																					0
Spellsteel	1				100					17	Spellsteel	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"668,nor"	255			charged		101	50	5	dmg%			83	83	regen-mana			13	13	charged		54	10	1	charged		87	15	2																																																											0
Sureshrill Frost	1				100					17	Sureshrill Frost	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"669,nor"	255			dmg-norm			3	5	freeze			2	2	charged		64	25	5																																																																					0
Spire of Honor	1				100					17	Spire of Honor	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"670,nor"	255			balance2			10	10	dmg-norm			10	20	dmg-dem/lvl		6			dmg%			75	100	skilltab		9	2	2																																																											0
Whichwild String	1				100					17	Whichwild String	"pk1,qty=4"	"pk2,qty=4"	"pk3,qty=4"	"tx5,qty=4"			"671,nor"	255			dmg%			75	85	magicarrow			10	10																																																																										0
Stormrider	1				100					25	Stormrider	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"672,nor"	255			dmg-norm			18	38	dmg%			50	50	dur			25	25	light-thorns			8	8	gethit-skill		38	8	3																																																											0
Blackhand Key	1				100					25	Blackhand Key	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"673,nor"	255			light			-1	-1	cast3			15	15	res-fire			19	19	nec			1	1	charged		150	15	7																																																											0
Plague Bearer	1				100					25	Plague Bearer	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"674,nor"	255			dmg%			75	75	res-pois			23	23	skill		238	3	3																																																																					0
Stormspike	1				100					25	Stormspike	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"675,nor"	255			dmg%			75	75	res-ltng/lvl		4																																																																												0
The Meat Scraper	1				100					25	The Meat Scraper	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"676,nor"	255			openwounds			25	25	mag%			13	13	skilltab		13	2	2																																																																					0
Cliffkiller	1				100					25	Cliffkiller	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"677,nor"	255			knock			1	1	hp			25	25	dmg-min			3	5	dmg-max			10	15																																																																0
Blackhorn's Face	1				100					25	Blackhorn's Face	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"679,nor"	255			abs-ltng			10	10	res-ltng			8	8	ac%			90	110																																																																					0
Vampiregaze	1				100					25	Vampiregaze	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"680,nor"	255			red-dmg%			8	10	red-mag			5	8	ac%			50	50	dmg-cold		100	3	11																																																																0
Duriel's Shell	1				100					25	Duriel's Shell	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"681,nor"	255			ac%			80	100	res-all			10	10	res-cold			15	15	nofreeze			1	1	dur			50	50																																																											0
Lidless Wall	1				100					25	Lidless Wall	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"682,nor"	255			mana-kill			2	3	ac%			40	65	enr			5	5	mana%			5	5																																																																0
Boneslayer Blade	1				100					25	Boneslayer Blade	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"683,nor"	255			swing2			10	10	att%			18	18	dmg%			90	110	charged		101	100	10	gethit-skill		101	25																																																												0
Hand of Blessed Light	1				100					25	Hand of Blessed Light	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"684,nor"	255			hit-skill		121	3	2	regen-mana			8	8	skill		121	1	1	dmg-norm			10	23	skill		101	2	2																																																											0
Moonfall	1				100					25	Moonfall	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"685,nor"	255			dmg%			60	75	light			1	1	charged		56	30	6	dmg-norm			5	8																																																																0
The Atlantian	1				100					25	The Atlantian	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"686,nor"	255			dex			6	6	vit			4	4	dmg%			100	125	pal			1	1	att%			25	25																																																											0
Crainte Vomir	1				100					25	Crainte Vomir	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"687,nor"	255			red-dmg%			5	5	dmg%			80	100	swing3			25	25																																																																					0
Skullder's Ire	1				100					25	Skullder's Ire	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"688,nor"	255			dur			30	30	red-mag			5	5	rep-dur		20																																																																							0
Lavagout	1				100					25	Lavagout	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"689,nor"	255			swing2			10	10	ac%			75	100	dmg-fire			7	23	dur			10	10																																																																0
Wartraveler	1				100					25	Wartraveler	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"690,nor"	255			dur			15	15	move2			13	13	ac%			75	95	dmg-norm			8	13	thorns			3	5																																																											0
Snowclash	1				100					25	Snowclash	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"691,nor"	255			dmg-cold		75	7	11	ac%			65	85	skill		59	1	1	skill		55	2	2	skill		60	1	1																																																											0
Islestrike	1				100					25	Islestrike	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"692,nor"	255			skill		248	1	1	skill		233	1	1	ac-miss			25	25	crush			13	13	dmg%			85	95																																																											0
Earthshaker	1				100					25	Earthshaker	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"693,nor"	255			dmg%			90	90	stupidity			1	1	skilltab		17	2	2	dur			25	25																																																																0
Bing Sz Wang	1				100					25	Bing Sz Wang	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"694,nor"	255			freeze			1	1	hit-skill		64	3	2	dmg%			65	80																																																																					0
Pierre Tombale Couant	1				100					25	Pierre Tombale Couant	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"695,nor"	255			manasteal			3	3	dmg-norm			6	10	dmg%			80	110	att			50	100																																																																0
Magewrath	1				100					25	Magewrath	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"696,nor"	255			att			100	125	dex			5	5	stupidity			1	1	dmg-norm			13	25	dmg%			60	75																																																											0
The Vile Husk	1				100					25	The Vile Husk	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"697,nor"	255			dmg-pois		150	213	213	dmg%			75	100	att-und/lvl		10																																																																							0
Husoldal Evo	1				100					25	Husoldal Evo	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"698,nor"	255			dmg-norm			10	16	dmg%			80	100	swing2			10	10																																																																					0
Valkiry Wing	1				100					25	Valkiry Wing	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"699,nor"	255			ama			1	1	mana-kill			1	2																																																																										0
Kerke's Sanctuary	1				100					25	Kerke's Sanctuary	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"700,nor"	255			ac%			90	120	dur			50	50	block			15	15	res-all			10	15																																																																0
Deathbit	1				100					25	Deathbit	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"701,nor"	255			lifesteal			4	5	manasteal			2	3	rep-quant		25																																																																							0
Pompe's Wrath	1				100					25	Pompe's Wrath	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"702,nor"	255			knock			1	1	dmg%			70	85																																																																										0
The Minataur	1				100					25	The Minataur	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"703,nor"	255			slow			25	25	crush			15	15	dmg-norm			10	15	dmg%			70	100																																																																0
Baezil's Vortex	1				100					25	Baezil's Vortex	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"704,nor"	255			res-ltng			13	13	dmg%			80	100	swing2			10	10	charged		48	40	8																																																																0
The Gavel of Pain	1				100					25	The Gavel of Pain	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"705,nor"	255			indestruct			1	1	dmg-norm			6	15	dmg%			65	80	charged		66	2	4																																																																0
Cloudcrack	1				100					25	Cloudcrack	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"706,nor"	255			skilltab		11	1	1	res-ltng-max			5	5	dmg%			75	100	light-thorns			8	8	skilltab		10	1	1																																																											0
Grim's Burning Dead	1				100					25	Grim's Burning Dead	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"707,nor"	255			att			100	125	ease			-25	-25	nec			2	2	reduce-ac			25	25	ac%			10	10																																																											0
Guardian Angel	1				100					25	Guardian Angel	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"708,nor"	255			block2			15	15	res-all-max			8	8	att-dem/lvl		3			block			10	10																																																																0
Todesfaelle Flamme	1				100					25	Todesfaelle Flamme	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"709,nor"	255			att-skill		47	5	3	dmg%			60	80	charged		52	23	5	charged		51	10	5																																																																0
Godstrike Arch	1				100					25	Godstrike Arch	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"710,nor"	255			dmg-demon			50	100	hit-skill		121	3	4	swing2			25	25	regen			6	6																																																																0
Hellmouth	1				100					25	Hellmouth	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"711,nor"	255			dur			8	8	hit-skill		56	1	2	hit-skill		225	2	6																																																																					0
Gorerider	1				100					25	Gorerider	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"712,nor"	255			crush			8	8	openwounds			5	5	ac%			80	100	dur			5	5	stam			10	10																																																											0
Thudergod's Vigor	1				100					25	Thudergod's Vigor	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"713,nor"	255			abs-ltng			10	10	ac%			80	100	skill		35	2	2	str			10	10	skill		34	2	2																																																											0
Guardian Naga	1				100					25	Guardian Naga	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"714,nor"	255			dmg%			75	90	dmg-pois		250	128	128	dmg-max			10	10																																																																					0
Bloodtree Stump	1				100					25	Bloodtree Stump	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"715,nor"	255			str			13	13	skilltab		13	1	1	skill		129	2	2	dur			20	20																																																																0
Swordguard	1				100					25	Swordguard	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"716,nor"	255			ac-miss			50	50	block			10	10	dmg%			85	90	ac-hth			100	100	balance2			10	10																																																											0
Toothrow	1				100					25	Toothrow	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"717,nor"	255			openwounds			20	20	res-fire			8	8	ac%			80	110	dur			8	8																																																																0
Demon Machine	1				100					25	Demon Machine	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"718,nor"	255			explosivearrow			3	3	dmg-max			33	33	dmg%			62	62	att			316	316																																																																0
Crown of Thieves	1				100					25	Crown of Thieves	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"719,nor"	255			mana			18	18	res-fire			17	17	ac%			80	100	gold%			40	50																																																																0
Radimant's Sphere	1				100					25	Radimant's Sphere	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"720,nor"	255			ac%			80	100	block			10	10	block2			10	10	charged		83	20	3	dur			10	10																																																											0
Atma's Wail	1				100					25	Atma's Wail	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"721,nor"	255			balance2			15	15	ac/lvl		8			dur			25	25	ac%			60	80	mag%			10	10																																																											0
Que-Hegan's Wisdon	1				100					25	Que-Hegan's Wisdon	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"722,nor"	255			enr			8	8	balance2			10	10	ac%			70	80	allskills			1	1																																																																0
Nosferatu's Coil	1				100					25	Nosferatu's Coil	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"723,nor"	255			lifesteal			3	4	swing2			5	5	light			-2	-2																																																																					0
Black Hades	1				100					25	Black Hades	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"724,nor"	255			ac%			70	100	dmg-demon			15	30																																																																										0
Corpsemourn	1				100					25	Corpsemourn	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"725,nor"	255			gethit-skill		76	3	1	ac%			75	90	dmg-fire			6	18	charged		74	20	3																																																																0
The Scalper	1				100					25	The Scalper	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"726,nor"	255			swing2			10	10	openwounds			17	17	lifesteal			2	3	mana-kill			2	2																																																																0
Lightsabre	1				100					25	Lightsabre	"pk1,qty=6"	"pk2,qty=6"	"pk3,qty=6"	"tx5,qty=6"			"727,nor"	255			abs-ltng%			13	13	dmg-norm			5	15	dmg-mag			30	60	dmg-ltng			1	100	manasteal			3	4																																																											0
Ironward	1				100					33	Ironward	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"728,nor"	255			swing2			5	5	dmg-mag			40	120	crush			17	17	dmg			20	43	skilltab		9	1	2																																																											0
Blackoak Shield	1				100					33	Blackoak Shield	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"729,nor"	255			gethit-skill		72	2	3	dur			23	23	hp/lvl		5			block2			25	25	half-freeze			1	1																																																											0
Wizardspike	1				100					33	Wizardspike	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"730,nor"	255			res-all			38	38	indestruct			1	1	cast3			25	25																																																																					0
Bloodmoon	1				100					33	Bloodmoon	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"731,nor"	255			heal-kill			4	7	openwounds			25	25																																																																										0
Demonhorn's Edge	1				100					33	Demonhorn's Edge	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"732,nor"	255			thorns			28	39	skilltab		12	1	2	skilltab		13	1	2	skilltab		14	1	2																																																																0
Heaven's Light	1				100					33	Heaven's Light	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"733,nor"	255			light			2	2	demon-heal			8	10	crush			17	17	pal			1	2																																																																0
Steelshade	1				100					33	Steelshade	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"734,nor"	255			regen			5	9																																																																															0
Ghostflame	1				100					33	Ghostflame	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"735,nor"	255			manasteal			5	8	ethereal			1	1	indestruct			1	1	light			1	1																																																																0
Demonlimb	1				100					33	Demonlimb	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"736,nor"	255			charged		52	10	12	rep-dur		5			dmg-demon			62	62	res-fire			8	10																																																																0
Cerebus	1				100					33	Cerebus	"pk1,qty=8"	"pk2,qty=8"	"pk3,qty=8"	"tx5,qty=8"			"737,nor"	255			att%			30	60	openwounds			17	17	skill		232	1	1																																																																					0
