name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	DropConditionCalc	speed	nodurability	cost	gamble cost	code	alternategfx	normcode	ubercode	ultracode	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	EventItem	UICatOverride	diablocloneweight	AdvancedStashStackable	UsageConditionCalc
Doll 132	0	100	1	0	1			1	1		0	1	100		dn1	dn1	dn1	dn1	dn1	dn1	16	2	3	1	6	1	flpkey	invdol132		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 133	0	100	1	0	1			1	1		0	1	100		dn2	dn2	dn2	dn2	dn2	dn2	16	2	4	1	6	1	flpkey	invdol133		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 134	0	100	1	0	1			1	1		0	1	100		dn3	dn3	dn3	dn3	dn3	dn3	16	2	3	1	6	1	flpkey	invdol134		0	xxx			0	dols	dbkc	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 135	0	100	1	0	1			1	1		0	1	100		dn4	dn4	dn4	dn4	dn4	dn4	16	2	4	1	6	1	flpkey	invdol135		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 136	0	100	1	0	1			1	1		0	1	100		dn5	dn5	dn5	dn5	dn5	dn5	16	2	3	1	6	1	flpkey	invdol136		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 137	0	100	1	0	1			1	1		0	1	100		dn6	dn6	dn6	dn6	dn6	dn6	16	2	4	1	6	1	flpkey	invdol137		0	xxx			0	dols	dbkc	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 138	0	100	1	0	1			1	1		0	1	100		dn7	dn7	dn7	dn7	dn7	dn7	16	2	3	1	6	1	flpkey	invdol138		0	xxx			0	dols	dbkh	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 139	0	100	1	0	1			1	1		0	1	100		dn8	dn8	dn8	dn8	dn8	dn8	16	2	4	1	6	1	flpkey	invdol139		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 140	0	100	1	0	1			1	1		0	1	100		dn9	dn9	dn9	dn9	dn9	dn9	16	2	3	1	6	1	flpkey	invdol140		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 141	0	100	1	0	1			1	1		0	1	100		do0	do0	do0	do0	do0	do0	16	2	4	1	6	1	flpkey	invdol141		0	xxx			0	dols	dbkc	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 142	0	100	1	0	1			1	1		0	1	100		do1	do1	do1	do1	do1	do1	16	2	3	1	6	1	flpkey	invdol142		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 143	0	100	1	0	1			1	1		0	1	100		do2	do2	do2	do2	do2	do2	16	2	3	1	6	1	flpkey	invdol143		0	xxx			0	dols	dbkh	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 144	0	100	1	0	1			1	1		0	1	100		do3	do3	do3	do3	do3	do3	16	2	4	1	6	1	flpkey	invdol144		0	xxx			0	dols	dbkc	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 145	0	100	1	0	1			1	1		0	1	100		do4	do4	do4	do4	do4	do4	16	2	3	1	6	1	flpkey	invdol145		0	xxx			0	dols	dbkd	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 146	0	100	1	0	1			1	1		0	1	100		do5	do5	do5	do5	do5	do5	16	2	3	1	6	1	flpkey	invdol146		0	xxx			0	dols	dbkd	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 147	0	100	1	0	1			1	1		0	1	100		do6	do6	do6	do6	do6	do6	16	2	3	1	6	1	flpkey	invdol147		0	xxx			0	dols	dbkd	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 148	0	100	1	0	1			1	1		0	1	100		do7	do7	do7	do7	do7	do7	16	2	3	1	6	1	flpkey	invdol148		0	xxx			0	dols	dbkd	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 149	0	100	1	0	1			1	1		0	1	100		do8	do8	do8	do8	do8	do8	16	2	3	1	6	1	flpkey	invdol149		0	xxx			0	dols	dbkd	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 150	0	100	1	0	1			1	1		0	1	100		do9	do9	do9	do9	do9	do9	16	2	3	1	6	1	flpkey	invdol150		0	xxx			0	dols	dbkd	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 151	0	100	1	0	1			1	1		0	1	100		dp0	dp0	dp0	dp0	dp0	dp0	16	2	4	1	6	1	flpkey	invdol151		0	xxx			0	dols	dbkm	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 152	0	100	1	0	1			1	1		0	1	100		dp1	dp1	dp1	dp1	dp1	dp1	16	2	4	1	6	1	flpkey	invdol152		0	xxx			0	dols	dbkm	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 153	0	100	1	0	1			1	1		0	1	100		dp2	dp2	dp2	dp2	dp2	dp2	16	2	4	1	6	1	flpkey	invdol153		0	xxx			0	dols	dbkm	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 154	0	100	1	0	1			1	1		0	1	100		dp3	dp3	dp3	dp3	dp3	dp3	16	2	3	1	6	1	flpkey	invdol154		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll 155	0	100	1	0	1			1	1		0	1	100		dp4	dp4	dp4	dp4	dp4	dp4	16	3	4	1	6	1	flpkey	invdol155		0	xxx			0	dols	dbkh	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
ODoll156	1	100	1	0	1			1	1		0	1	100		dp5	dp5	dp5	dp5	dp5	dp5	16	2	3	0	0	0	flpkey	invdol156		0	xxx			0	odol		item_gem	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	legpoketxt2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
ODoll157	1	100	1	0	1			1	1		0	1	100		dp6	dp6	dp6	dp6	dp6	dp6	16	3	3	0	0	0	flpkey	invdol157		0	xxx			0	odol		item_gem	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	legpoketxt2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pocket machine	0	100	1	0	1			1	1		0	1	1		lbp	lbp	lbp	lbp	lbp	lbp	16	1	2	0	0	0	flpskl	invlbp		0	xxx			0	bag1		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	extrapoke1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pocket machine1	0	100	1	0	1			1	1		0	1	1		lbq	lbq	lbq	lbq	lbq	lbq	16	1	2	0	0	0	flpkey	invlbq		0	xxx			0	bag1		item_charm	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	extrapoke1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pocket machine2	0	100	1	0	1			1	1		0	1	1		lbr	lbr	lbr	lbr	lbr	lbr	16	1	2	0	0	0	flpkey	invlbr		0	xxx			0	bag1		item_charm	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	extrapoke1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pocket machine3	0	100	1	0	1			1	1		0	1	1		lbs	lbs	lbs	lbs	lbs	lbs	16	1	2	0	0	0	flpkey	invlbs		0	xxx			0	bag1		item_charm	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	extrapoke1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pocket machine4	0	100	1	0	1			1	1		0	1	1		lbu	lbu	lbu	lbu	lbu	lbu	16	1	2	0	0	0	flpkey	invlbu		0	xxx			0	bag1		item_charm	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	extrapoke1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pocket machine5	0	100	1	0	1			1	1		0	1	1		lbv	lbv	lbv	lbv	lbv	lbv	16	1	2	0	0	0	flpkey	invlbv		0	xxx			0	bag1		item_charm	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	extrapoke1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pocket machine6	0	100	1	0	1			1	1		0	1	1		lbo	lbo	lbo	lbo	lbo	lbo	16	1	2	0	0	0	flpkey	invlbo		0	xxx			0	bag1		item_charm	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	extrapoke1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
El Rune C	1	100	11	0	10			1	1		0	1	1		c01	c01	c01	c01	c01	c01	16	1	1	0	0	0	flprun	invr01		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Eld Rune C	1	100	11	0	14			1	1		0	1	1		c02	c02	c02	c02	c02	c02	16	1	1	0	0	0	flprun	invr02		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Tir Rune C	1	100	13	0	18			2	1		0	1	1		c03	c03	c03	c03	c03	c03	16	1	1	0	0	0	flprun	invr03		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Nef Rune C	1	100	13	0	22			2	1		0	1	1		c04	c04	c04	c04	c04	c04	16	1	1	0	0	0	flprun	invr04		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Eth Rune C	1	100	15	0	26			3	1		0	1	1		c05	c05	c05	c05	c05	c05	16	1	1	0	0	0	flprun	invr05		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ith Rune C	1	100	15	0	30			3	1		0	1	1		c06	c06	c06	c06	c06	c06	16	1	1	0	0	0	flprun	invr06		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Tal Rune C	1	100	17	0	34			4	1		0	1	1		c07	c07	c07	c07	c07	c07	16	1	1	0	0	0	flprun	invr07		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ral Rune C	1	100	19	0	38			5	1		0	1	1		c08	c08	c08	c08	c08	c08	16	1	1	0	0	0	flprun	invr08		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ort Rune C	1	100	21	0	42			6	1		0	1	1		c09	c09	c09	c09	c09	c09	16	1	1	0	0	0	flprun	invr09		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Thul Rune C	1	100	23	0	46			7	1		0	1	1		c10	c10	c10	c10	c10	c10	16	1	1	0	0	0	flprun	invr10		0	xxx			0	rune	runc	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Amn Rune C	1	100	50	0	50			8	1		0	1	1		c11	c11	c11	c11	c11	c11	16	1	1	0	0	0	flprun	invr11		0	xxx			0	rune	runc	rune11	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Sol Rune C	1	100	54	0	54			9	1		0	1	1		c12	c12	c12	c12	c12	c12	16	1	1	0	0	0	flprun	invr12		0	xxx			0	rune	runc	rune12	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Shael Rune C	1	100	58	0	58			10	1		0	1	1		c13	c13	c13	c13	c13	c13	16	1	1	0	0	0	flprun	invr13		0	xxx			0	rune	runc	rune13	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Dol Rune C	1	100	62	0	62			11	1		0	1	1		c14	c14	c14	c14	c14	c14	16	1	1	0	0	0	flprun	invr14		0	xxx			0	rune	runc	rune14	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Hel Rune C	1	100	66	0	0			12	1		0	1	1		c15	c15	c15	c15	c15	c15	16	1	1	0	0	0	flprun	invr15		0	xxx			0	rune	runc	rune15	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Io Rune C	1	100	70	0	70			13	1		0	1	1		c16	c16	c16	c16	c16	c16	16	1	1	0	0	0	flprun	invr16		0	xxx			0	rune	runc	rune16	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Lum Rune C	1	100	74	0	74			14	1		0	1	1		c17	c17	c17	c17	c17	c17	16	1	1	0	0	0	flprun	invr17		0	xxx			0	rune	runc	rune17	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ko Rune C	1	100	78	0	78			15	1		0	1	1		c18	c18	c18	c18	c18	c18	16	1	1	0	0	0	flprun	invr18		0	xxx			0	rune	runc	rune18	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Fal Rune C	1	100	82	0	82			16	1		0	1	1		c19	c19	c19	c19	c19	c19	16	1	1	0	0	0	flprun	invr19		0	xxx			0	rune	runc	rune19	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Lem Rune C	1	100	86	0	86			17	1		0	1	1		c20	c20	c20	c20	c20	c20	16	1	1	0	0	0	flprun	invr20		0	xxx			0	rune	runc	rune20	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Pul Rune C	1	100	90	0	90			18	1		0	1	1		c21	c21	c21	c21	c21	c21	16	1	1	0	0	0	flprun	invr21		0	xxx			0	rune	runc	rune21	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Um Rune C	1	100	141	0	141			19	1		0	1	1		c22	c22	c22	c22	c22	c22	16	1	1	0	0	0	flprun	invr22		0	xxx			0	rune	runc	rune22	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Mal Rune C	1	100	147	0	147			20	1		0	1	1		c23	c23	c23	c23	c23	c23	16	1	1	0	0	0	flprun	invr23		0	xxx			0	rune	runc	rune23	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ist Rune C	1	100	153	0	153			21	1		0	1	1		c24	c24	c24	c24	c24	c24	16	1	1	0	0	0	flprun	invr24		0	xxx			0	rune	runc	rune24	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Gul Rune C	1	100	159	0	159			22	1		0	1	1		c25	c25	c25	c25	c25	c25	16	1	1	0	0	0	flprun	invr25		0	xxx			0	rune	runc	rune25	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Vex Rune C	1	100	165	0	165			23	1		0	1	1		c26	c26	c26	c26	c26	c26	16	1	1	0	0	0	flprun	invr26		0	xxx			0	rune	runc	rune26	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ohm Rune C	1	100	171	0	171			24	1		0	1	1		c27	c27	c27	c27	c27	c27	16	1	1	0	0	0	flprun	invr27		0	xxx			0	rune	runc	rune27	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Lo Rune C	1	100	177	0	177			25	1		0	1	1		c28	c28	c28	c28	c28	c28	16	1	1	0	0	0	flprun	invr28		0	xxx			0	rune	runc	rune28	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Sur Rune C	1	100	183	0	183			26	1		0	1	1		c29	c29	c29	c29	c29	c29	16	1	1	0	0	0	flprun	invr29		0	xxx			0	rune	runc	rune29	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Ber Rune C	1	100	189	0	189			27	1		0	1	1		c30	c30	c30	c30	c30	c30	16	1	1	0	0	0	flprun	invr30		0	xxx			0	rune	runc	rune30	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Jah Rune C	1	100	195	0	195			28	1		0	1	1		c31	c31	c31	c31	c31	c31	16	1	1	0	0	0	flprun	invr31		0	xxx			0	rune	runc	rune31	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Cham Rune C	1	100	201	0	201			29	1		0	1	1		c32	c32	c32	c32	c32	c32	16	1	1	0	0	0	flprun	invr32		0	xxx			0	rune	runc	rune32	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Zod Rune C	1	100	207	0	207			30	1		0	1	1		c33	c33	c33	c33	c33	c33	16	1	1	0	0	0	flprun	invr33		0	xxx			0	rune	runc	rune33	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Gae Rune C	1	100	209	0	209			31	1		0	1	1		c34	c34	c34	c34	c34	c34	16	1	1	0	0	0	flprun	invr34		0	xxx			0	rune	runc	high_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	urunestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
