Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ConditionCalc	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	QuestFlag	QuestFlagEx	*eol
Act 2 Equip B Desecrated Herald			1						weap9	2	armo9	1	weap12	6	armo12	3	weap15	14	armo15	7	weap18	2	armo18	1	Act 2 Equip A Desecrated Herald	60												0
Act 2 Equip C Desecrated Herald			1						weap12	2	armo12	1	weap15	6	armo15	3	weap18	14	armo18	7	weap21	2	armo21	1	Act 2 Equip B Desecrated Herald	80												0
Act 3 Equip A Desecrated Herald			1						weap15	2	armo15	1	weap18	6	armo18	3	weap21	14	armo21	7	weap24	2	armo24	1	Act 2 Equip C Desecrated Herald	100												0
Act 3 Equip B Desecrated Herald			1						weap18	2	armo18	1	weap21	6	armo21	3	weap24	14	armo24	7	weap27	2	armo27	1	Act 3 Equip A Desecrated Herald	200												0
Act 3 Equip C Desecrated Herald			1						weap21	2	armo21	1	weap24	6	armo24	3	weap27	14	armo27	7	weap30	2	armo30	1	Act 3 Equip B Desecrated Herald	340												0
Act 4 Equip A Desecrated Herald			1						weap24	2	armo24	1	weap27	6	armo27	3	weap30	14	armo30	4	weap33	2	armo33	1	Act 3 Equip C Desecrated Herald	430												0
Act 4 Equip B Desecrated Herald			1						weap27	2	armo27	1	weap30	6	armo30	3	weap33	14	armo33	3	weap36	2	armo36	1	Act 4 Equip A Desecrated Herald	500												0
Act 5 Equip A Desecrated Herald			1						weap27	2	armo27	1	weap30	6	armo30	3	weap33	14	armo33	3	weap36	7	armo36	5	Act 4 Equip B Desecrated Herald	629												0
Act 5 Equip B Desecrated Herald			1						weap30	2	armo30	1	weap33	6	armo33	2	weap36	14	armo36	7	weap39	2	armo39	1	Act 5 Equip A Desecrated Herald	731												0
Act 5 Equip C Desecrated Herald			1						weap30	2	armo30	1	weap33	6	armo33	2	weap36	14	armo36	7	weap39	2	armo39	1	Act 5 Equip B Desecrated Herald	833												0
Act 1 (N) Equip A Desecrated Herald			1						weap33	2	armo33	1	weap36	6	armo36	3	weap39	14	armo39	7	weap42	2	armo42	1	Act 5 Equip C Desecrated Herald	935												0
Act 1 (N) Equip B Desecrated Herald			1						weap33	2	armo33	1	weap36	6	armo36	3	weap39	14	armo39	7	weap42	6	armo42	3	Act 1 (N) Equip A Desecrated Herald	950												0
Act 1 (N) Equip C  Desecrated Herald			1						weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	2	armo45	1	Act 1 (N) Equip B Desecrated Herald	975												0
Act 2 (N) Equip A Desecrated Herald			1						weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	6	armo45	3	Act 1 (N) Equip C  Desecrated Herald	1000												0
Act 2 (N) Equip B Desecrated Herald			1						weap39	2	armo39	1	weap42	6	armo42	3	weap45	14	armo45	7	weap48	2	armo48	1	Act 2 (N) Equip A Desecrated Herald	1025												0
Act 2 (N) Equip C Desecrated Herald			1						weap39	2	armo39	1	weap42	6	armo42	3	weap45	14	armo45	7	weap48	6	armo48	3	Act 2 (N) Equip B Desecrated Herald	1050												0
Act 3 (N) Equip A Desecrated Herald			1						weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	2	armo51	1	Act 2 (N) Equip C Desecrated Herald	1075												0
Act 3 (N) Equip B Desecrated Herald			1						weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	6	armo51	3	Act 3 (N) Equip A Desecrated Herald	1075												0
Act 3 (N) Equip C Desecrated Herald			1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	2	armo54	1	Act 3 (N) Equip B Desecrated Herald	1100												0
Act 4 (N) Equip A Desecrated Herald			1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	6	armo54	3	Act 3 (N) Equip C Desecrated Herald	1125												0
Act 4 (N) Equip B Desecrated Herald			1						weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	2	armo57	1	Act 4 (N) Equip A Desecrated Herald	1125												0
Act 4 (N) Equip C Desecrated Herald			1						weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	6	armo57	3	Act 4 (N) Equip B Desecrated Herald	1150												0
Act 5 (N) Equip A Desecrated Herald			1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	2	armo60	1	Act 4 (N) Equip C Desecrated Herald	1175												0
Act 5 (N) Equip B Desecrated Herald			1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	6	armo60	3	Act 5 (N) Equip A Desecrated Herald	1200												0
Act 5 (N) Equip C Desecrated Herald			1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	2	armo63	1	Act 5 (N) Equip B Desecrated Herald	1200												0
Act 1 (H) Equip A Desecrated Herald			1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	6	armo63	3	Act 5 (N) Equip C Desecrated Herald	1200												0
Act 1 (H) Equip B Desecrated Herald			1						weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	2	armo66	1	Act 1 (H) Equip A Desecrated Herald	1225												0
Act 1 (H) Equip C Desecrated Herald			1						weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	6	armo66	3	Act 1 (H) Equip B Desecrated Herald	1225												0
Act 2 (H) Equip A Desecrated Herald			1						weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	2	armo69	1	Act 1 (H) Equip C Desecrated Herald	1225												0
Act 2 (H) Equip B Desecrated Herald			1						weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	6	armo69	3	Act 2 (H) Equip A Desecrated Herald	1225												0
Act 2 (H) Equip C Desecrated Herald			1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	2	armo72	1	Act 2 (H) Equip B Desecrated Herald	1225												0
Act 3 (H) Equip A Desecrated Herald			1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	6	armo72	3	Act 2 (H) Equip C Desecrated Herald	1225												0
Act 3 (H) Equip B Desecrated Herald			1						weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	2	armo75	1	Act 3 (H) Equip A Desecrated Herald	1250												0
Act 3 (H) Equip C Desecrated Herald			1						weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	6	armo75	3	Act 3 (H) Equip B Desecrated Herald	1250												0
Act 4 (H) Equip A Desecrated Herald			1						weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	2	armo78	1	Act 3 (H) Equip C Desecrated Herald	1250												0
Act 4 (H) Equip B Desecrated Herald			1						weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	6	armo78	3	Act 4 (H) Equip A Desecrated Herald	1250												0
Act 4 (H) Equip C Desecrated Herald			1						weap72	2	armo72	1	weap75	6	armo75	3	weap78	14	armo78	7	weap81	2	armo81	1	Act 4 (H) Equip B Desecrated Herald	1250												0
Act 5 (H) Equip A Desecrated Herald			1						weap75	2	armo75	1	weap78	6	armo78	3	weap81	14	armo81	7	weap84	2	armo84	1	Act 4 (H) Equip C Desecrated Herald	1250												0
Act 5 (H) Equip B Desecrated Herald			1						weap78	2	armo78	1	weap81	6	armo81	3	weap84	14	armo84	7	weap87	2	armo87	1	Act 5 (H) Equip A Desecrated Herald	1250												0
Act 5 (H) Equip C Desecrated Herald			1						weap81	2	armo81	1	weap84	6	armo84	3	weap87	14	armo87	7	weap87	1	armo87	1	Act 5 (H) Equip B Desecrated Herald	1250												0
Act 1 (H) Good Desecrated Herald			1						Jewelry C	60	Chipped Gem	4	Flawed Gem	10	Normal Gem	14	Flawless Gem	28	Runes 13	18																		0
Act 2 (H) Good Desecrated Herald			1						Jewelry C	60	Chipped Gem	4	Flawed Gem	10	Normal Gem	14	Flawless Gem	28	Runes 14	18																		0
Act 3 (H) Good Desecrated Herald			1						Jewelry C	60	Chipped Gem	4	Flawed Gem	10	Normal Gem	14	Flawless Gem	28	Runes 15	18																		0
Act 4 (H) Good Desecrated Herald			1						Jewelry C	60	Chipped Gem	4	Flawed Gem	10	Normal Gem	14	Flawless Gem	28	Runes 16	18																		0
Act 5 (H) Good Desecrated Herald			1						Jewelry C	60	Chipped Gem	4	Flawed Gem	10	Normal Gem	14	Flawless Gem	28	Runes 17	18																		0
Act 1 (H) Herald Item A			1	800	800	850	1024	0	Act 1 (H) Equip A Desecrated Herald	116	Act 1 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 1 (H) Herald Item B			1	800	800	850	1024	0	Act 1 (H) Equip B Desecrated Herald	116	Act 1 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 1 (H) Herald Item C			1	800	800	850	1024	0	Act 1 (H) Equip C Desecrated Herald	116	Act 1 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 2 (H) Herald Item D			1	800	800	850	1024	0	Act 2 (H) Equip A Desecrated Herald	116	Act 2 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 2 (H) Herald Item E			1	800	800	850	1024	0	Act 2 (H) Equip B Desecrated Herald	116	Act 2 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 2 (H) Herald Item F			1	800	800	850	1024	0	Act 2 (H) Equip C Desecrated Herald	116	Act 2 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 3 (H) Herald Item G			1	800	800	850	1024	0	Act 3 (H) Equip A Desecrated Herald	116	Act 3 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 3 (H) Herald Item H			1	800	800	850	1024	0	Act 3 (H) Equip B Desecrated Herald	116	Act 3 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 3 (H) Herald Item I			1	800	800	850	1024	0	Act 3 (H) Equip C Desecrated Herald	116	Act 3 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 4 (H) Herald Item J			1	800	800	850	1024	0	Act 4 (H) Equip A Desecrated Herald	116	Act 4 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 4 (H) Herald Item K			1	800	800	850	1024	0	Act 4 (H) Equip B Desecrated Herald	116	Act 4 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 5 (H) Herald Item L			1	800	800	850	1024	0	Act 5 (H) Equip A Desecrated Herald	116	Act 5 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 5 (H) Herald Item M			1	800	800	850	1024	0	Act 5 (H) Equip B Desecrated Herald	116	Act 5 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 5 (H) Herald Item N			1	800	800	850	1024	0	Act 5 (H) Equip C Desecrated Herald	116	Act 5 (H) Good Desecrated Herald	8	All Acts Terrorize Consumable	15	Sunder Charms	2																						0
Act 1 (H) Herald Item A - 1 Extra			-1	800	800	850	1024	0	Act 1 (H) Herald Item A	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 1 (H) Herald Item B - 1 Extra			-1	800	800	850	1024	0	Act 1 (H) Herald Item B	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 1 (H) Herald Item C - 1 Extra			-1	800	800	850	1024	0	Act 1 (H) Herald Item C	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 2 (H) Herald Item D - 1 Extra			-1	800	800	850	1024	0	Act 2 (H) Herald Item D	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 2 (H) Herald Item E - 1 Extra			-1	800	800	850	1024	0	Act 2 (H) Herald Item E	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 2 (H) Herald Item F - 1 Extra			-1	800	800	850	1024	0	Act 2 (H) Herald Item F	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 3 (H) Herald Item G - 1 Extra			-1	800	800	850	1024	0	Act 3 (H) Herald Item G	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 3 (H) Herald Item H - 1 Extra			-1	800	800	850	1024	0	Act 3 (H) Herald Item H	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 3 (H) Herald Item I - 1 Extra			-1	800	800	850	1024	0	Act 3 (H) Herald Item I	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 4 (H) Herald Item J - 1 Extra			-1	800	800	850	1024	0	Act 4 (H) Herald Item J	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 4 (H) Herald Item K - 1 Extra			-1	800	800	850	1024	0	Act 4 (H) Herald Item K	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 5 (H) Herald Item L - 1 Extra			-1	800	800	850	1024	0	Act 5 (H) Herald Item L	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 5 (H) Herald Item M - 1 Extra			-1	800	800	850	1024	0	Act 5 (H) Herald Item M	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 5 (H) Herald Item N - 1 Extra			-1	800	800	850	1024	0	Act 5 (H) Herald Item N	1																						(stat('heraldtier'.accr)>2)*(stat('heraldtier'.accr) <5)						0
Act 1 (H) Herald Item A - 2 Extra			-2	800	800	850	1024	0	Act 1 (H) Herald Item A	2																						(stat('heraldtier'.accr) >4)						0
Act 1 (H) Herald Item B - 2 Extra			-2	800	800	850	1024	0	Act 1 (H) Herald Item B	2																						(stat('heraldtier'.accr) >4)						0
Act 1 (H) Herald Item C - 2 Extra			-2	800	800	850	1024	0	Act 1 (H) Herald Item C	2																						(stat('heraldtier'.accr) >4)						0
Act 2 (H) Herald Item D - 2 Extra			-2	800	800	850	1024	0	Act 2 (H) Herald Item D	2																						(stat('heraldtier'.accr) >4)						0
Act 2 (H) Herald Item E - 2 Extra			-2	800	800	850	1024	0	Act 2 (H) Herald Item E	2																						(stat('heraldtier'.accr) >4)						0
Act 2 (H) Herald Item F - 2 Extra			-2	800	800	850	1024	0	Act 2 (H) Herald Item F	2																						(stat('heraldtier'.accr) >4)						0
Act 3 (H) Herald Item G - 2 Extra			-2	800	800	850	1024	0	Act 3 (H) Herald Item G	2																						(stat('heraldtier'.accr) >4)						0
Act 3 (H) Herald Item H - 2 Extra			-2	800	800	850	1024	0	Act 3 (H) Herald Item H	2																						(stat('heraldtier'.accr) >4)						0
Act 3 (H) Herald Item I - 2 Extra			-2	800	800	850	1024	0	Act 3 (H) Herald Item I	2																						(stat('heraldtier'.accr) >4)						0
Act 4 (H) Herald Item J - 2 Extra			-2	800	800	850	1024	0	Act 4 (H) Herald Item J	2																						(stat('heraldtier'.accr) >4)						0
Act 4 (H) Herald Item K - 2 Extra			-2	800	800	850	1024	0	Act 4 (H) Herald Item K	2																						(stat('heraldtier'.accr) >4)						0
Act 5 (H) Herald Item L - 2 Extra			-2	800	800	850	1024	0	Act 5 (H) Herald Item L	2																						(stat('heraldtier'.accr) >4)						0
Act 5 (H) Herald Item M - 2 Extra			-2	800	800	850	1024	0	Act 5 (H) Herald Item M	2																						(stat('heraldtier'.accr) >4)						0
Act 5 (H) Herald Item N - 2 Extra			-2	800	800	850	1024	0	Act 5 (H) Herald Item N	2																						(stat('heraldtier'.accr) >4)						0
Act 1 (H) Herald A	41	67	-6	800	800	850	1024	0	Act 1 (H) Herald Item A	2	Act 1 (H) Herald Item A - 1 Extra	1	Act 1 (H) Herald Item A - 2 Extra	1	Act 1 (H) Cpot A	2																						0
Act 1 (H) Herald B	41	68	-6	800	800	850	1024	0	Act 1 (H) Herald Item B	2	Act 1 (H) Herald Item B - 1 Extra	1	Act 1 (H) Herald Item B - 2 Extra	1	Act 1 (H) Cpot B	2																						0
Act 1 (H) Herald C	41	69	-6	800	800	850	1024	0	Act 1 (H) Herald Item C	2	Act 1 (H) Herald Item C - 1 Extra	1	Act 1 (H) Herald Item C - 2 Extra	1	Act 1 (H) Cpot C	2																						0
Act 2 (H) Herald A	41	70	-6	800	800	850	1024	0	Act 2 (H) Herald Item D	2	Act 2 (H) Herald Item D - 1 Extra	1	Act 2 (H) Herald Item D - 2 Extra	1	Act 2 (H) Cpot A	2																						0
Act 2 (H) Herald B	41	71	-6	800	800	850	1024	0	Act 2 (H) Herald Item E	2	Act 2 (H) Herald Item E - 1 Extra	1	Act 2 (H) Herald Item E - 2 Extra	1	Act 2 (H) Cpot B	2																						0
Act 2 (H) Herald C	41	72	-6	800	800	850	1024	0	Act 2 (H) Herald Item F	2	Act 2 (H) Herald Item F - 1 Extra	1	Act 2 (H) Herald Item F - 2 Extra	1	Act 2 (H) Cpot C	2																						0
Act 3 (H) Herald A	41	73	-6	800	800	850	1024	0	Act 3 (H) Herald Item G	2	Act 3 (H) Herald Item G - 1 Extra	1	Act 3 (H) Herald Item G - 2 Extra	1	Act 3 (H) Cpot A	2																						0
Act 3 (H) Herald B	41	75	-6	800	800	850	1024	0	Act 3 (H) Herald Item H	2	Act 3 (H) Herald Item H - 1 Extra	1	Act 3 (H) Herald Item H - 2 Extra	1	Act 3 (H) Cpot B	2																						0
Act 3 (H) Herald C	41	78	-6	800	800	850	1024	0	Act 3 (H) Herald Item I	2	Act 3 (H) Herald Item I - 1 Extra	1	Act 3 (H) Herald Item I - 2 Extra	1	Act 3 (H) Cpot C	2																						0
Act 4 (H) Herald A	41	81	-6	800	800	850	1024	0	Act 4 (H) Herald Item J	2	Act 4 (H) Herald Item J - 1 Extra	1	Act 4 (H) Herald Item J - 2 Extra	1	Act 4 (H) Cpot A	2																						0
Act 4 (H) Herald B	41	84	-6	800	800	850	1024	0	Act 4 (H) Herald Item K	2	Act 4 (H) Herald Item K - 1 Extra	1	Act 4 (H) Herald Item K - 2 Extra	1	Act 4 (H) Cpot B	2																						0
Act 4 (H) Herald C	41	87	-6	800	800	850	1024	0	Act 4 (H) Herald Item K	2	Act 4 (H) Herald Item K - 1 Extra	1	Act 4 (H) Herald Item K - 2 Extra	1	Act 4 (H) Cpot B	2																						0
Act 5 (H) Herald A	41	90	-6	800	800	850	1024	0	Act 5 (H) Herald Item L	2	Act 5 (H) Herald Item L - 1 Extra	1	Act 5 (H) Herald Item L - 2 Extra	1	Act 5 (H) Cpot A	2																						0
Act 5 (H) Herald B	41	93	-6	800	800	850	1024	0	Act 5 (H) Herald Item M	2	Act 5 (H) Herald Item M - 1 Extra	1	Act 5 (H) Herald Item M - 2 Extra	1	Act 5 (H) Cpot B	2																						0
Act 5 (H) Herald C	41	96	-6	800	800	850	1024	0	Act 5 (H) Herald Item N	2	Act 5 (H) Herald Item N - 1 Extra	1	Act 5 (H) Herald Item N - 2 Extra	1	Act 5 (H) Cpot C	2																						0
DiabloSet			1		1024	500	600	0	uvg	1	amu	1	uit	1	utp	1	uh9	1	rin	1																		0
hyper Runes 1			1						a01	3	a02	2	randombox	1																								0
hyper Runes 2			1						a03	3	a04	2	hyper Runes 1	3																								0
hyper Runes 3			1						a05	3	a06	2	hyper Runes 2	3																								0
hyper Runes 4			1						a07	3	a08	2	hyper Runes 3	3																								0
hyper Runes 5			1						a09	3	a10	2	hyper Runes 4	4																								0
hyper Runes 6			1						a11	3	a12	2	hyper Runes 5	5																								0
hyper Runes 7			1						a13	3	a14	2	hyper Runes 6	6																								0
hyper Runes 8			1						a15	3	a16	2	hyper Runes 7	7																								0
hyper Runes 9			1						a17	3	a18	2	hyper Runes 8	8																								0
hyper Runes 10			1						a19	3	a20	2	hyper Runes 9	9																								0
hyper Runes 11			1						a21	3	a22	2	hyper Runes 10	10																								0
hyper Runes 12			1						a23	3	a24	2	sufferinghorn	2	hyper Runes 11	11																						0
hyper Runes 13			1						a25	3	a26	2	hyper Runes 12	12																								0
hyper Runes 14			1						a27	3	a28	2	hyper Runes 13	13																								0
hyper Runes 15			1						a29	3	a30	2	hyper Runes 14	14																								0
hyper Runes 16			1						a31	3	a32	2	hyper Runes 15	15																								0
hyper Runes 17			1						a33	3	sufferinghorn	2	hyper Runes 16	16																								0
hyper Runes			2					5	hyper Runes 11	6	hyper Runes 15	2	hyper Runes 17	1	hyper Runes 13	4	hyper Runes 14	3	hyper Runes 14	5																		0
poke dex			1					48	pkd	1																												0
poke dex (N)			1					18	pkd	1																												0
poke dex (H)			1					8	pkd	2																												0
convic gem Group1			1					69	rg1	1	rg2	1	rg3	1	rg4	1	rg5	1	rg6	1																		0
convic gem Group1 (N)			1					29	rg1	1	rg2	1	rg3	1	rg4	1	rg5	1	rg6	1																		0
convic gem Group1 (H)			1					9	rg1	1	rg2	1	rg3	1	rg4	1	rg5	1	rg6	1																		0
convic gem Group1p (H)			1					12	rg1	2	rg2	2	rg3	2	rg4	2	rg5	2	rg6	2	card p62	1																0
Sunder Charms2			1					99	Cold Rupture	1	Flame Rift	1	Crack of the Heavens	1	Rotting Fissure	1	Bone Break	1	Black Cleft	1	Skill Facet Charms	1	dg0	1	frf	1	Runes 26	1										0
Sunder Charms3			1					99	Cold Rupture	1	Flame Rift	1	Crack of the Heavens	1	Rotting Fissure	1	Bone Break	1	Black Cleft	1																		0
Sunder Charms4			1					99	randombox	30	balldoll 10	10	dg0	6	Skill Facet Charms	3	frf	2	Runes 31	1	Perfect Gem	1																0
Oh box1			1					128	ts1	5	ts2	5	ts3	5	randombox	10	fed	2	dg0	2	Sunder Charms3	1	frf	1	Skill Facet Charms	1												0
Oh box2			1					99	ts1	5	ts2	5	ts3	5	randombox	10	fed	2	dg0	2	Sunder Charms3	1	frf	1	Skill Facet Charms	1												0
Oh box3			1					99	ts1	5	ts2	5	ts3	5	randombox	10	fed	2	dg0	2	Sunder Charms3	1	frf	1	Skill Facet Charms	1												0
Oh box A Desecrated			1					99	ts1	5	ts2	5	ts3	5	randombox	10	dg0	2	Sunder Charms3	1	frf	1	Skill Facet Charms	1	snf	1	g04	1										0
legendgift			1					99	randombox	30	balldoll 10	10	dg0	6	frf	3	bt6	2	ag1	2	ag2	2	Runes 26	2	sbk	1												0
legendgift A Desecrated			1					99	randombox	30	balldoll 10	10	dg0	6	frf	3	ag1	2	ag2	2	sbk	1	Runes 26	2	snf	1	ts5	1										0
buff Potion A			1					19	ts6	2	ts7	2	ts8	2	ts9	2	ty0	2	ts0	1																		0
CBheart			1					9	ChaosBaalheart	1	buff Potion A	1																										0
LostBoss A			1	1024	800	800	800		Act 5 (H) Equip A	10	Act 5 (H) Good	2	buff Potion A	1																								0
LostBoss B			1	1024	800	800	800		Act 5 (H) Equip C	5	Act 5 (H) Great	5	rvl	1																								0
LostBoss C			1	1024	800	800	800		Act 5 (H) Equip C	10	Act 5 (H) Great	10	convic gem Group	1																								0
Bishibosh P			1					0	Act 1 (H) Super A	7	Sunder Charms	2	card p01	1																								0
Bonebreak P			1					0	Act 1 (H) Super A	7	Sunder Charms	2	card p02	1																								0
Coldcrow P			1					0	Act 1 (H) Super A	7	Sunder Charms	2	card p03	1																								0
Rakanishu P			1					0	Act 1 (H) Super B	7	Sunder Charms	2	card p04	1																								0
Treehead WoodFist P			1					0	Act 1 (H) Super B	7	Sunder Charms	2	card p05	1																								0
Pitspawn Fouldog P			1					0	Act 1 (H) Super B	7	Sunder Charms	2	card p08	1																								0
Flamespike the Crawler P			1					0	Act 1 (H) Unique C	7	Sunder Charms	2	card p09	1																								0
Boneash P			1					0	Act 1 (H) Super C	7	Sunder Charms	2	card p10	1																								0
Bloodwitch the Wild P			1					0	Act 2 (H) Super A	7	Sunder Charms	2	card p12	1																								0
Fangskin P			1					0	Act 2 (H) Super B	7	Sunder Charms	2	card p13	1																								0
Beetleburst P			1					0	Act 2 (H) Super B	7	Sunder Charms	2	card p14	1																								0
Leatherarm P			1					0	Act 2 (H) Super A	7	Sunder Charms	2	card p15	1																								0
Coldworm the Burrower P			1					0	Act 2 (H) Super B	7	Sunder Charms	2	card p16	1																								0
Fire Eye P			1					0	Act 2 (H) Super B	7	Sunder Charms	2	card p17	1																								0
Dark Elder P			1					0	Act 2 (H) Super B	7	Sunder Charms	2	card p18	1																								0
Ancient Kaa the Soulless P			1					0	Act 2 (H) Super C	7	Sunder Charms	2	card p20	1																								0
Web Mage the Burning P			1					0	Act 3 (H) Super A	7	Sunder Charms	2	card p22	1																								0
Witch Doctor Endugu P			1					0	Act 3 (H) Super B	7	Sunder Charms	2	card p23	1																								0
Stormtree P			1					0	Act 3 (H) Super B	7	Sunder Charms	2	card p24	1																								0
Sarina the Battlemaid P			1					0	Act 3 (H) Super B	7	Sunder Charms	2	card p25	1																								0
Icehawk Riftwing P			1					0	Act 3 (H) Super A	7	Sunder Charms	2	card p26	1																								0
Ismail Vilehand P			1					0	Council Item (H) Desecrated A	7	Sunder Charms	2	card p27	1																								0
Geleb Flamefinger P			1					0	Council Item (H) Desecrated A	7	Sunder Charms	2	card p28	1																								0
Bremm Sparkfist P			1					0	Council Item (H) Desecrated A	7	Sunder Charms	2	card p29	1																								0
Toorc Icefist P			1					0	Council Item (H) Desecrated A	7	Sunder Charms	2	card p30	1																								0
Wyand Voidfinger P			1					0	Council Item (H) Desecrated A	7	Sunder Charms	2	card p31	1																								0
Maffer Dragonhand P			1					0	Council Item (H) Desecrated A	7	Sunder Charms	2	card p32	1																								0
Winged Death P			1					0	Act 4 (H) Super A	7	Sunder Charms	2	card p33	1																								0
The Tormentor P			1					0	Act 4 (H) Super A	7	Sunder Charms	2	card p34	1																								0
Taintbreeder P			1					0	Act 4 (H) Super A	7	Sunder Charms	2	card p35	1																								0
Riftwraith the Cannibal P			1					0	Act 4 (H) Super A	7	Sunder Charms	2	card p36	1																								0
Infector of Souls P			1					0	Act 4 (H) Super B	7	Sunder Charms	2	card p37	1																								0
Lord De Seis P			1					0	Act 4 (H) Super C	7	Sunder Charms	2	card p38	1																								0
Grand Vizier of Chaos P			1					0	Act 4 (H) Super B	7	Sunder Charms	2	card p39	1																								0
Corpsefire P			1					0	Act 1 (H) Super A	7	Sunder Charms	2	card p41	1																								0
Siege Boss P			1					0	Act 5 (H) Super A	7	Sunder Charms	2	card p43	1																								0
Axe Dweller P			1					0	Act 5 (H) Super C	7	Sunder Charms	2	card p47	1																								0
Bonesaw Breaker P			1					0	Act 5 (H) Super A	7	Sunder Charms	2	card p48	1																								0
Dac Farren P			1					0	Act 5 (H) Super B	7	Sunder Charms	2	card p49	1																								0
Megaflow Rectifier P			1					0	Act 5 (H) Super A	7	Sunder Charms	2	card p50	1																								0
Eyeback Unleashed P			1					0	Act 5 (H) Super A	7	Sunder Charms	2	card p51	1																								0
Threash Socket P			1					0	Act 5 (H) Super Cx	7	Sunder Charms	2	card p52	1																								0
Pindleskin P			1					0	Act 5 (H) Super Cx	7	Sunder Charms	2	card p53	1																								0
Snapchip Shatter P			1					0	Act 5 (H) Super C	7	Sunder Charms	2	card p54	1																								0
